instance lad vbdpd vbbjdpd vbbjdpdnosup vbbjdpdnocad tvbbjdpd vf2 snd
g24_g42 26.995000 5 5 1151097 5 7 34 928.000
g24_g43 33.994000 19 13 19 554 14 5 1085.000
g24_g44 44.993000 22 22 8 24 19 100000000 1764.000
g24_g45 33.994000 24 24 8 24 19 100000000 1634.000
g24_g46 100000000 11 10 3474 12 12 100000000 456.000
g24_g47 100000000 11 10 2229 15 12 100000000 526.000
g24_g48 100000000 100000000 95 4447 92 26 100000000 616.000
g24_g49 45.993000 12 11 1 10 13 55 1160.00
g24_g50 69.989000 143 144 1 150 135 0 1397.000
g25_g26 6.998000 9 6 1 11 7 83819 828.000
g25_g27 130.980000 521 362 285 16637 183 100000000 11057.000
g25_g29 42.993000 14 15 2 15 14 100000000 527.000
g25_g30 29.995000 17 17 2 21 15 100000000 523.000
g25_g31 38.994000 16 16 2 20 17 100000000 467.000
g25_g32 156.976000 604 603 1 603 563 0 1367.000
g25_g38 .999000 5 3 0 3 3 32585053 453.000
g25_g40 129.980000 188 187 1 186 175 100000000 1645.000
g25_g43 111346.072000 267 207 152 437 19 100000000 1324307.000
g25_g44 40.993000 24 23 2 27 23 100000000 574.000
g25_g45 23.996000 23 23 2 28 22 100000000 503.000
g25_g46 22.996000 12 12 1 13 15 100000000 452.000
g25_g47 34.994000 12 12 1 13 14 100000000 530.00
g25_g48 41.993000 21 21 2 22 17 100000000 478.000
g25_g49 62.990000 22 15 1 8822 18 100000000 4816.000
g25_g50 122.981000 148 148 1 148 139 100000000 1383.000
g26_g27 5.999000 15 16 0 15 14 100000000 487.000
g26_g32 310.952000 633 665 2 664 584 0 2281.000
g26_g40 198.969000 388 219 14 441 198 100000000 1691.000
g26_g50 265.959000 176 181 3 100000000 170 0 1774.000
g27_g32 734.888000 659 650 3 653 605 0 3572.000
g27_g50 229.965000 351 352 5 351 326 100000000 2495.000
g28_g29 38.994000 12 12 1 14 14 100000000 1026.000
g28_g30 32.994000 12 12 1 12 14 100000000 1105.000
g28_g31 67.989000 13 13 1 13 15 100000000 1003.000
g28_g32 112.982000 606 604 1 601 568 0 1960.00
g28_g33 3.999000 5 3 0 3 3 100000000 410.00
g28_g37 61523.646000 100000000 100000000 100000000 100000000 100000000 100000000 41997710.00
g28_g38 3.999000 2 2 0 4 2 100000000 425.000
g28_g40 86.986000 188 190 2 189 174 100000000 1693.000
g28_g43 100000000 100000000 100000000 100000000 100000000 25 100000000 100000000
g28_g44 60.990000 21 21 2 21 24 100000000 1182.000
g28_g45 45.993000 22 22 2 22 24 100000000 1203.000
g28_g46 43.993000 18 18 7 18 16 100000000 991.000
g28_g47 32.994000 1106 20 7 1485 15 100000000 1088.000
g28_g48 69.989000 19 19 2 19 17 100000000 1107.000
g28_g49 5683.136000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g28_g50 121.981000 146 147 1 146 139 101 1739.000
g29_g30 .999000 17 17 1 16 16 7844173 773.000
g29_g31 11.998000 54 53 3 53 52 0 1346.000
g29_g32 1100.832000 695 687 3 688 640 0 7215.000
g29_g40 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g29_g44 .999000 20 20 1 19 18 100000000 890.00
g29_g45 .999000 19 19 1 19 18 100000000 914.000
g29_g50 100000000 222 221 100000000 220 204 100000000 100000000
g3_g10 3.999000 5 5 1 5 5 10 389.000
g3_g11 3.999000 1 1 2 1 2 1121 281.000
g3_g12 4.999000 1 1 24 1 3 109503 249.000
g3_g13 0 2 2 0 2 3 1 319.000
g3_g14 .999000 2 2 0 2 3 8 318.000
g3_g15 .999000 2 2 0 2 2 0 360.00
g3_g16 1.999000 3 3 0 3 4 106 617.000
g3_g17 .999000 1 1 0 1 1 2 318.000
g3_g18 10.998000 0 0 1 0 3 2 299.000
g3_g19 6.998000 2 2 2 2 3 362 308.000
g3_g20 3.999000 6 6 0 7 7 0 413.000
g3_g21 8.998000 74 75 0 75 72 0 545.000
g3_g22 .999000 2 3 0 2 3 62 467.000
g3_g23 2.999000 4 3 0 5 4 27 463.000
g3_g24 .999000 0 1 0 0 0 0 280.00
g3_g25 0 1 1 0 1 3 0 372.000
g3_g26 1.999000 5 5 0 8 4 1183 403.000
g3_g27 3.999000 5 6 0 6 7 3 431.000
g3_g28 .999000 0 1 0 1 0 0 257.000
g3_g29 5.999000 8 9 0 8 10 0 554.000
g3_g30 5.999000 10 11 0 10 9 0 486.000
g3_g31 4.999000 11 12 0 12 10 0 518.000
g3_g32 7.998000 623 622 0 622 556 0 606.000
g3_g33 115.982000 7 7 8 7 5 3200 1358.000
g3_g34 54.991000 1 1 2 1 3 4 335.000
g3_g35 3.999000 5 6 0 6 8 0 483.000
g3_g36 75.988000 4 4 8 4 5 225 790.00
g3_g37 3.999000 5 5 0 5 6 2 430.00
g3_g38 1.999000 2 2 24 2 4 129742 313.000
g3_g39 128.980000 6 7 8 7 7 770 1308.000
g3_g4 0 0 0 0 0 1 0 288.000
g3_g40 10.998000 188 180 0 181 168 0 765.000
g3_g41 158.975000 14 15 20 15 5 2751 1576.000
g3_g42 5.999000 7 5 0 5 8 0 573.000
g3_g43 7.998000 21 21 0 21 23 0 553.000
g3_g44 4.999000 17 12 1 18 14 10 577.000
g3_g45 5.999000 17 18 0 18 17 15 597.000
g3_g46 5.999000 9 10 0 10 10 1 551.000
g3_g47 7.998000 10 10 0 10 9 1 490.00
g3_g48 8.998000 8 8 0 8 9 2 479.000
g3_g49 8.998000 8 8 0 8 10 81 518.000
g3_g5 .999000 0 0 0 0 2 0 350.00
g3_g50 21.996000 141 143 0 141 133 0 744.000
g3_g6 0 0 0 0 0 0 1 372.000
g3_g7 0 0 0 16 0 1 10700 248.000
g3_g8 4.999000 1 1 0 1 3 70 483.000
g3_g9 1.999000 1 1 0 1 3 13 452.000
g30_g31 .999000 51 51 2 51 49 100000000 1401.000
g30_g32 100000000 693 696 4 681 631 0 7680.00
g30_g40 100000000 276 276 4 277 257 100000000 100000000
g30_g44 1.999000 19 19 1 19 18 100000000 934.000
g30_g45 .999000 19 25 1 19 18 100000000 914.000
g30_g50 100000000 214 216 6 238 199 100000000 100000000
g31_g32 965.853000 698 692 4 698 646 0 8303.000
g31_g40 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g31_g50 100000000 181 181 100000000 181 180 100000000 970.00
g33_g37 52.991000 76 76 3 124 79 100000000 593.000
g33_g38 1.999000 4 5 0 5 3 0 786.000
g33_g40 379.942000 208 209 2 209 202 100000000 2055.000
g33_g43 64.990000 24 24 100000000 25 24 100000000 832.000
g33_g44 273603.405000 50538 48722 67458 15760 11757 100000000 619.000
g33_g45 248548.214000 45161 43665 57850 14161 6503 100000000 641.000
g33_g46 852.870000 46 45 57 50 39 100000000 1230.00
g33_g47 796.878000 46 47 57 47 40 100000000 990.00
g33_g48 2116.678000 94 85 121 77 44 100000000 2316.000
g33_g49 11586676.557000 1699090 1705280 99299273 100000000 100000000 100000000 17893941.000
g33_g50 100000000 100000000 100000000 100000000 100000000 164 100000000 11090.00
g34_g35 7.998000 19 12 1 11 12 1056 646.000
g34_g36 396.939000 17 17 90 17 10 2010 609.000
g34_g37 177349.038000 1195356 1239950 33903784 486538 162661 100000000 13377894.000
g34_g38 .999000 9 9 1 9 6 100000000 726.000
g34_g39 6.998000 16 18 2 16 14 733 696.000
g34_g40 184.971000 195 195 2 196 187 1488 2529.000
g34_g41 34.994000 34 36 4 33 32 3326 742.000
g34_g42 764.883000 189 189 18506 31065 93 1214226 596.000
g34_g43 17.997000 19 19 2 19 19 100000000 702.000
g34_g44 13.997000 33 23 2 33 22 100000000 641.000
g34_g45 .999000 22 22 2 23 22 100000000 656.000
g34_g46 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g47 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g48 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g34_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g35_g37 13257.984000 1343 1355 53036 1994 1132 100000000 3736.000
g35_g38 4.999000 6 7 0 6 4 0 765.000
g35_g40 1460.777000 94959372 99239506 76839969 100000000 197 100000000 2850.00
g35_g41 1.999000 10 10 2 10 6 0 566.000
g35_g42 301.954000 9 8 1519 11 8 100000000 689.000
g35_g43 28.995000 34 24 4 25 23 100000000 678.000
g35_g44 10.998000 31 31 2 31 29 100000000 767.000
g35_g45 .999000 30 30 1 30 29 100000000 668.000
g35_g46 127.980000 35 35 12 35 35 100000000 1010.00
g35_g47 106.983000 52 36 11 35 35 100000000 786.000
g35_g48 149.977000 37 42 15 38 36 100000000 918.000
g35_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 83831.000
g35_g50 100000000 2116 2016 100000000 6471 170 100000000 100000000
g36_g37 117.982000 587 466 1452 3868 47 100000000 2144.000
g36_g38 4.999000 4 5 1 5 4 73048 793.000
g36_g40 2039.689000 327 335 111 663 202 100000000 2959.000
g36_g41 9.998000 16 16 6 16 11 13695 588.000
g36_g42 304.953000 7 10 39 7 7 100000000 609.000
g36_g43 13.997000 19 19 2 27 19 100000000 869.000
g36_g44 13.997000 36 53 2 53 33 100000000 728.000
g36_g45 0 36 37 2 36 34 100000000 697.000
g36_g46 33929659.907000 55 56 50 46 42 100000000 5141.000
g36_g47 33075651.736000 56 56 50 47 46 100000000 3822.000
g36_g48 100000000 88 91 222 57 52 100000000 99639.000
g36_g49 429738.669000 31 31 100000000 31 30 100000000 692.000
g36_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g37_g38 .999000 6 6 0 6 6 18143 816.000
g37_g40 100000000 2449505 2364634 1985745 2161760 100000000 100000000 100000000
g37_g43 18.997000 17 17 3 17 12 100000000 684.000
g37_g44 19.996000 63 68 3 68 59 100000000 663.000
g37_g45 1.999000 63 64 3 63 59 100000000 722.000
g37_g46 186.971000 81 81 14 83 77 100000000 681.000
g37_g47 116.982000 118 122 21 124 77 100000000 647.000
g37_g48 121.981000 91 91 24 110 84 100000000 693.000
g37_g49 2420.632000 21 21 67 15 15 100000000 665.000
g37_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g38_g40 179.972000 100000000 942154 797337 100000000 184 100000000 1895.000
g38_g43 15.997000 12 12 1 12 12 100000000 600.0
g38_g44 33.994000 31 31 1 33 32 100000000 600.0
g38_g45 23.996000 32 32 1 38 32 100000000 561.000
g38_g50 248.962000 158 159 2 160 148 100000000 1998.000
g39_g40 242.963000 565091 615272 528828 2926490 195 12379 2442.000
g39_g41 3.999000 11 11 1 16 11 4214660 700.0
g39_g42 39.993000 19 19 220 18 18 100000000 664.000
g39_g43 10.998000 37 38 7 39 25 100000000 675.000
g39_g44 19.996000 35 46 1 35 29 100000000 721.000
g39_g45 0 30 37 2 31 29 100000000 640.00
g39_g46 6294.043000 61 62 56 60 38 100000000 685.000
g39_g47 6320.039000 98 101 99 72 41 100000000 601.000
g39_g48 13957.878000 109 140 115 62 60 100000000 13236.000
g39_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g39_g50 100000000 100000000 100000000 100000000 100000000 754 100000000 100000000
g4_g10 0 0 0 0 0 0 0 269.000
g4_g11 0 0 0 0 0 0 0 234.000
g4_g12 .999000 1 1 0 1 0 0 248.000
g4_g13 0 1 1 0 1 0 6 267.000
g4_g14 0 1 0 0 0 0 3 230.00
g4_g15 .999000 1 2 0 1 3 0 342.000
g4_g16 0 1 1 0 1 1 0 221.000
g4_g20 49.992000 14 14 6 338 9 6154 2119.000
g4_g21 9.998000 81 82 0 81 71 0 506.000
g4_g22 0 1 1 0 1 1 2 279.000
g4_g23 .999000 4 6 0 5 5 24 415.000
g4_g25 .999000 1 1 0 2 4 6 367.000
g4_g26 1.999000 6 6 0 6 6 0 383.000
g4_g27 2.999000 7 6 0 9 10 0 433.000
g4_g28 0 0 0 0 1 0 0 251.000
g4_g29 13.997000 9 9 2 14 12 4 381.000
g4_g30 9.998000 12 12 2 14 11 4 360.00
g4_g31 20.996000 11 11 1 13 12 7 384.000
g4_g32 23.996000 608 601 0 647 559 0 596.000
g4_g33 .999000 2 2 0 2 2 0 242.000
g4_g37 12.998000 11 12 1 11 11 5 383.000
g4_g38 .999000 1 1 0 1 1 0 314.000
g4_g40 28.995000 209 204 0 186 169 0 821.000
g4_g41 .999000 3 3 0 3 2 0 293.000
g4_g42 1.999000 6 6 0 6 4 153 355.000
g4_g43 7.998000 23 24 2 24 25 12 558.000
g4_g44 18.997000 18 18 2 21 18 18 367.000
g4_g45 17.997000 18 18 1 20 19 12 444.000
g4_g46 14.997000 19 18 2 19 15 1 450.00
g4_g47 12.998000 13 14 1 13 15 1 464.000
g4_g48 13.997000 16 15 2 15 15 1 436.000
g4_g49 7.998000 34 35 9 79 19 1 597.000
g4_g5 .999000 0 0 0 0 0 0 231.000
g4_g50 24.996000 142 142 0 142 134 0 670.00
g4_g6 .999000 0 0 0 0 0 0 222.000
g4_g7 .999000 0 0 0 0 0 0 225.000
g4_g9 0 0 0 0 0 0 0 241.000
g40_g50 2.999000 302 304 5 304 280 17941233 951.000
g41_g42 10.998000 8 11 2 9 8 100000000 686.000
g41_g43 21.996000 30 30 2 30 29 100000000 759.000
g41_g44 20.996000 52 55 3 55 36 100000000 779.000
g41_g45 .999000 41 41 3 38 35 100000000 730.00
g41_g46 2810.572000 65 65 63 56 45 100000000 716.000
g41_g47 3230.508000 67 67 63 59 47 100000000 758.000
g41_g48 6588.998000 157 161 192 108 52 100000000 740.00
g41_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 2563.000
g41_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42_g43 11.998000 43 45 3 46 29 100000000 780.00
g42_g44 21.996000 54 56 3 50 36 23195 603.000
g42_g45 .999000 38 38 2 37 36 20494 691.000
g42_g46 120.981000 45 45 13 46 44 1 587.000
g42_g47 88.986000 46 45 10 53 44 0 636.000
g42_g48 110.983000 49 49 11 50 46 1 654.000
g42_g49 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g42_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g43_g44 1.999000 33 48 2 34 34 100000000 803.000
g43_g45 .999000 47 48 3 48 33 100000000 748.000
g43_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g44_g45 1.999000 20 19 4 19 19 100000000 746.000
g44_g50 373.943000 171 172 100000000 172 165 100000000 945.000
g45_g50 263.959000 170 171 4 171 164 100000000 867.000
g46_g47 .999000 25 22 1 25 21 100000000 649.000
g46_g48 22.996000 65 90 4 66 65 83 1542.000
g46_g50 19627.016000 179 180 100000000 162 144 100000000 999.000
g47_g48 8.998000 73 78 3 83 60 100000000 1440.00
g47_g50 24380.293000 153 153 5 154 142 100000000 943.000
g48_g50 22878.521000 154 182 100000000 154 142 100000000 964.000
g49_g50 100000000 100000000 100000000 100000000 100000000 100000000 100000000 100000000
g5_g11 .999000 0 0 0 0 0 0 237.000
g5_g12 0 0 1 0 0 0 0 252.000
g5_g13 .999000 2 2 0 2 4 0 361.000
g5_g14 .999000 3 2 0 2 4 0 345.000
g5_g15 .999000 2 2 0 2 4 0 385.000
g5_g16 3.999000 4 3 2 4 4 28 539.000
g5_g20 3.999000 7 8 0 6 7 0 449.000
g5_g21 6.998000 75 81 0 81 72 0 533.000
g5_g22 1.999000 4 4 0 4 6 0 340.00
g5_g23 .999000 3 4 0 6 5 0 405.000
g5_g25 0 1 1 0 1 3 0 348.000
g5_g26 .999000 5 5 0 5 5 20 480.00
g5_g27 2.999000 8 9 0 9 7 0 421.000
g5_g28 0 0 1 0 1 0 0 224.000
g5_g29 6.998000 8 8 0 8 10 0 516.000
g5_g30 4.999000 8 8 0 8 10 0 530.00
g5_g31 7.998000 10 10 0 11 11 0 520.00
g5_g32 13.997000 602 599 0 598 559 0 548.000
g5_g33 .999000 5 3 0 5 5 0 573.000
g5_g37 6.998000 5 5 24 35 7 260 490.00
g5_g38 0 2 2 0 2 1 0 286.000
g5_g40 16.997000 184 184 1 184 168 0 895.000
g5_g41 .999000 10 9 1 7 8 0 383.000
g5_g42 2.999000 16 17 1 11 12 0 495.000
g5_g43 3.999000 19 15 1 14 15 0 600.0
g5_g44 5.999000 15 13 1 14 15 34 681.000
g5_g45 8.998000 13 13 0 13 15 47 714.000
g5_g46 8.998000 11 11 1 12 10 9 571.000
g5_g47 6.998000 12 13 2 12 10 9 477.000
g5_g48 8.998000 9 9 0 9 11 1 715.000
g5_g49 7.998000 9 9 0 9 11 0 498.000
g5_g50 18.997000 141 142 0 146 133 0 759.000
g5_g6 .999000 0 0 0 0 0 0 284.000
g5_g7 0 0 0 0 0 0 0 285.000
g6_g11 .999000 3 3 0 2 2 1 285.000
g6_g12 3.999000 1 1 2 2 1 10 245.000
g6_g13 45.993000 8 4 0 4 3 269 765.000
g6_g14 4.999000 4 4 1 3 4 4747 676.000
g6_g15 1.999000 11 11 12 13 5 37 538.000
g6_g16 2.999000 2 2 0 1 3 240 531.000
g6_g20 7.998000 9 7 0 7 9 0 622.000
g6_g21 9.998000 75 76 0 75 72 0 692.000
g6_g22 2.999000 1 1 0 184 3 7095 356.000
g6_g23 3.999000 7 7 0 58 7 0 510.00
g6_g25 3.999000 139 205 56 16277 12 2243 1092.000
g6_g26 3.999000 4 4 2 126 6 10 610.00
g6_g27 6.998000 4 4 0 4 7 0 528.000
g6_g28 0 0 0 0 0 0 0 266.000
g6_g29 16.997000 9 9 0 9 11 612 560.00
g6_g30 12.998000 9 9 0 9 10 846 731.000
g6_g31 11.998000 13 10 0 11 12 0 575.000
g6_g32 37.994000 605 598 0 601 556 0 699.000
g6_g33 1.999000 3 3 0 3 4 386 298.000
g6_g37 10.998000 9 6 7 7 9 1415 834.000
g6_g38 1.999000 3 3 1 3 3 11 307.000
g6_g40 22.996000 182 182 0 182 169 0 940.00
g6_g41 1.999000 4 4 0 4 4 290 386.000
g6_g42 19.996000 7 7 2 1960 6 26696 859.000
g6_g43 10.998000 16 16 0 16 18 185 772.000
g6_g44 12.998000 17 17 1 22 17 0 683.000
g6_g45 7.998000 15 15 0 15 16 0 673.000
g6_g46 13.997000 9 10 3 10 11 1099 724.000
g6_g47 15.997000 9 9 2 9 11 714 779.000
g6_g48 17.997000 10 10 1 10 12 1542 801.000
g6_g49 13.997000 10 10 0 10 13 0 586.000
g6_g50 45.993000 143 145 0 144 134 0 928.000
g6_g7 .999000 0 0 0 0 0 3 258.000
g7_g11 0 0 0 0 0 0 0 257.000
g7_g12 .999000 1 1 0 1 1 100000000 337.000
g7_g13 0 1 0 0 1 0 16 300.0
g7_g14 0 1 0 0 1 0 0 299.000
g7_g15 0 0 0 0 1 1 393 306.000
g7_g16 .999000 1 1 0 1 1 0 311.000
g7_g20 278.957000 192 224 153 4262 32 100000000 446.000
g7_g21 23.996000 77 76 0 76 73 0 708.000
g7_g22 .999000 1 1 0 1 1 0 275.000
g7_g23 .999000 2 2 0 2 2 5511 401.000
g7_g25 .999000 1 1 0 1 1 3 309.000
g7_g26 0 2 3 0 2 2 3580 335.000
g7_g27 .999000 4 4 0 4 4 100000000 355.000
g7_g28 .999000 0 1 0 0 0 0 243.000
g7_g29 170.974000 29 30 19 185 13 100000000 403.000
g7_g30 163.975000 29 51 30 168 13 100000000 418.000
g7_g31 141.978000 42 43 31 380 16 100000000 389.000
g7_g32 67.989000 618 619 1 622 560 0 979.000
g7_g33 .999000 2 2 0 2 2 0 329.000
g7_g37 5.999000 9 13 0 10 9 4 447.000
g7_g38 1.999000 4 5 0 3 5 0 552.000
g7_g40 71.989000 229 232 43 790 172 10312877 1185.000
g7_g41 0 2 2 0 2 2 0 315.000
g7_g42 0 3 3 0 3 3 0 474.000
g7_g43 7847212.042000 78839621 83224514 69195513 100000000 100000000 100000000 100000000
g7_g44 129.980000 38 42 27 292 25 100000000 453.000
g7_g45 87.986000 42 44 19 278 28 100000000 446.000
g7_g46 85.986000 25 25 14 42 24 23 478.000
g7_g47 152.976000 25 25 14 42 23 25 397.000
g7_g48 111.982000 49 32 19 101 24 979021 450.00
g7_g49 954.854000 20093 21154 16736 18137473 3527 100000000 792.000
g7_g50 74.988000 144 145 1 144 135 209 942.000
g8_g10 0 1 1 0 1 1 0 258.000
g8_g11 .999000 1 1 0 1 0 3 297.000
g8_g12 2.999000 1 1 0 1 1 710 293.000
g8_g13 35.994000 19 16 15 387 8 339852 981.000
g8_g14 3.999000 4 4 0 37 4 6098 335.000
g8_g15 448.931000 1031 1080 987 4419 238 6326121 20290.00
g8_g16 5.999000 3 3 3 10 5 167 490.00
g8_g19 .999000 1 1 0 1 1 0 334.000
g8_g20 15.997000 9 8 0 8 10 100000000 508.000
g8_g21 30.995000 83 78 0 83 73 0 778.000
g8_g22 8.998000 6 5 0 49 6 30 418.000
g8_g23 903.862000 2559 1876 1815 13969 710 100000000 80844.000
g8_g25 .999000 1 1 0 1 1 303918 376.000
g8_g26 1363.792000 1469 1548 2913 63894 779 100000000 83232.000
g8_g27 218.966000 135 114 96 890 12 3464814 8046.000
g8_g28 0 0 0 0 1 0 0 327.000
g8_g29 26.995000 14 14 24 12 14 100000000 850.00
g8_g30 27.995000 29 30 43 23 14 100000000 826.000
g8_g31 47.992000 20 19 9 14 14 100000000 964.000
g8_g32 34.994000 607 611 0 599 563 0 883.000
g8_g33 6.998000 4 4 0 4 4 3 382.000
g8_g35 4.999000 8 8 0 8 5 0 321.000
g8_g36 .999000 8 13 0 12 8 0 303.000
g8_g37 187.971000 17 18 223 501 11 89087 1866.000
g8_g38 2.999000 3 3 1 3 3 1056 311.000
g8_g40 46.992000 184 190 1 184 171 39834807 1189.000
g8_g41 6.998000 6 4 0 4 4 3 355.000
g8_g42 97.985000 9 10 17 85 8 9258 1017.000
g8_g43 95.985000 15 15 1 15 17 1430799 13704.000
g8_g44 42.993000 19 20 1 19 21 9855294 881.000
g8_g45 66.989000 19 20 2 24 22 12238471 733.000
g8_g46 11193.298000 448 465 295 276 144 17353401 1433.000
g8_g47 10614.386000 442 456 254 234 128 16982575 1416.000
g8_g48 78460.072000 5704 6026 1067 2036 1446 100000000 3979.000
g8_g49 38.994000 17 17 5 16 14 64783178 1190.00
g8_g50 78.987000 145 146 1 146 137 100000000 1004.000
g8_g9 0 0 0 0 0 0 0 271.000
g9_g10 0 0 0 0 0 0 0 306.000
g9_g11 .999000 1 2 0 2 1 0 255.000
g9_g12 2.999000 2 2 0 2 2 0 286.000
g9_g13 .999000 4 4 0 4 2 100000000 332.000
g9_g14 .999000 2 3 0 3 2 427064 389.000
g9_g15 .999000 21465 17795 14807 24708 16995 100000000 372.000
g9_g16 5.999000 4 4 0 10 6 6991 313.000
g9_g20 16.997000 8 8 0 8 10 14660936 623.000
g9_g21 29.995000 77 77 0 76 72 0 788.000
g9_g22 5.999000 3 3 0 19 3 1981 350.00
g9_g23 6.998000 14 6 0 472 9 22099 696.000
g9_g25 .999000 1 1 0 2 1 11295369 369.000
g9_g26 5.999000 9 9 1 21 9 28 648.000
g9_g27 10.998000 85 68 79 386 7 2806281 100000000
g9_g28 0 1 1 0 1 1 0 411.000
g9_g29 92.985000 100000000 246 312 386 205 100000000 1154.000
g9_g30 82.987000 100000000 375 295 395 181 100000000 911.000
g9_g31 216.967000 100000000 1713 1463 1347 451 100000000 2911.000
g9_g32 66.989000 606 599 0 602 560 0 1111.000
g9_g33 1.999000 4 4 0 4 3 0 303.000
g9_g37 138.978000 12 13 318 1326 10 7179065 1025.000
g9_g38 2.999000 4 5 1 3 3 0 374.000
g9_g40 35.994000 186 184 1 184 172 8181167 990.00
g9_g41 0 6 6 0 6 6 0 329.000
g9_g42 77.988000 6 7 2 106 8 127588 816.000
g9_g43 13.997000 15 15 1 15 17 3789712 826.000
g9_g44 99.984000 100000000 10435 16529 15433 4067 100000000 2898.000
g9_g45 87.986000 100000000 9918 13180 15259 3440 100000000 2367.000
g9_g46 42.993000 17 17 9 17 13 18287981 442.000
g9_g47 21.996000 12 12 6 18 14 17399812 449.000
g9_g48 52.991000 14 15 11 15 15 100000000 493.000
g9_g49 17.997000 12 12 0 12 14 550797 807.000
g9_g50 71.989000 168 150 1 164 136 0 1050.00
