instance sat family density lad vbdpd vbbjdpd vf2 snd
g28-g38 0 2 97 3.999000 2 2 100000000 425.000
g28-g40 1 2 97 86.986000 188 190 100000000 1693.000
g28-g43 1 2 97 100000000 100000000 100000000 100000000 100000000
g28-g44 1 2 97 60.990000 21 21 100000000 1182.000
g28-g45 1 2 97 45.993000 22 22 100000000 1203.000
g28-g46 1 2 97 43.993000 18 18 100000000 991.000
g28-g47 1 2 97 32.994000 1106 20 100000000 1088.000
g28-g48 1 2 97 69.989000 19 19 100000000 1107.000
g28-g49 1 2 97 5683.136000 100000000 100000000 100000000 100000000
g28-g50 1 2 97 121.981000 146 147 101 1739.000
g29-g30 0 2 100 .999000 17 17 7844173 773.000
g29-g31 1 2 100 11.998000 54 53 0 1346.000
g29-g32 1 2 100 1100.832000 695 687 0 7215.000
g29-g40 -1 2 100 100000000 100000000 100000000 100000000 100000000
g29-g44 0 2 100 .999000 20 20 100000000 890.00
g29-g45 0 2 100 .999000 19 19 100000000 914.000
g29-g50 0 2 100 100000000 222 221 100000000 100000000
g3-g10 0 2 10 3.999000 5 5 10 389.000
g3-g11 0 2 10 3.999000 1 1 1121 281.000
g3-g12 0 2 10 4.999000 1 1 109503 249.000
g3-g13 1 2 10 0 2 2 1 319.000
g3-g14 1 2 10 .999000 2 2 8 318.000
g3-g15 1 2 10 .999000 2 2 0 360.00
g3-g16 1 2 10 1.999000 3 3 106 617.000
g3-g17 0 2 10 .999000 1 1 2 318.000
g3-g18 0 2 10 10.998000 0 0 2 299.000
g3-g19 0 2 10 6.998000 2 2 362 308.000
g3-g20 1 2 10 3.999000 6 6 0 413.000
g3-g21 1 2 10 8.998000 74 75 0 545.000
g3-g22 1 2 10 .999000 2 3 62 467.000
g3-g23 1 2 10 2.999000 4 3 27 463.000
g3-g24 0 2 10 .999000 0 1 0 280.00
g3-g25 1 2 10 0 1 1 0 372.000
g3-g26 1 2 10 1.999000 5 5 1183 403.000
g3-g27 1 2 10 3.999000 5 6 3 431.000
g3-g28 0 2 10 .999000 0 1 0 257.000
g3-g29 1 2 10 5.999000 8 9 0 554.000
g3-g30 1 2 10 5.999000 10 11 0 486.000
g3-g31 1 2 10 4.999000 11 12 0 518.000
g3-g32 1 2 10 7.998000 623 622 0 606.000
g3-g33 0 2 10 115.982000 7 7 3200 1358.000
g3-g34 0 2 10 54.991000 1 1 4 335.000
g3-g35 1 2 10 3.999000 5 6 0 483.000
g3-g36 0 2 10 75.988000 4 4 225 790.00
g3-g37 1 2 10 3.999000 5 5 2 430.00
g3-g38 0 2 10 1.999000 2 2 129742 313.000
g3-g39 0 2 10 128.980000 6 7 770 1308.000
g3-g4 1 2 10 0 0 0 0 288.000
g3-g40 1 2 10 10.998000 188 180 0 765.000
g3-g41 0 2 10 158.975000 14 15 2751 1576.000
g3-g42 1 2 10 5.999000 7 5 0 573.000
g3-g43 1 2 10 7.998000 21 21 0 553.000
g3-g44 1 2 10 4.999000 17 12 10 577.000
g3-g45 1 2 10 5.999000 17 18 15 597.000
g3-g46 1 2 10 5.999000 9 10 1 551.000
g3-g47 1 2 10 7.998000 10 10 1 490.00
g3-g48 1 2 10 8.998000 8 8 2 479.000
g3-g49 1 2 10 8.998000 8 8 81 518.000
g3-g5 0 2 10 .999000 0 0 0 350.00
g3-g50 1 2 10 21.996000 141 143 0 744.000
g3-g6 0 2 10 0 0 0 1 372.000
g3-g7 0 2 10 0 0 0 10700 248.000
g3-g8 0 2 10 4.999000 1 1 70 483.000
g3-g9 0 2 10 1.999000 1 1 13 452.000
g30-g31 0 2 100 .999000 51 51 100000000 1401.000
g30-g32 0 2 100 100000000 693 696 0 7680.00
g30-g40 0 2 100 100000000 276 276 100000000 100000000
g30-g44 0 2 100 1.999000 19 19 100000000 934.000
g30-g45 0 2 100 .999000 19 25 100000000 914.000
g30-g50 0 2 100 100000000 214 216 100000000 100000000
g31-g32 1 2 100 965.853000 698 692 0 8303.000
g31-g40 -1 2 100 100000000 100000000 100000000 100000000 100000000
g31-g50 0 2 100 100000000 181 181 100000000 970.00
g33-g37 0 2 101 52.991000 76 76 100000000 593.000
g33-g38 0 2 101 1.999000 4 5 0 786.000
g33-g40 1 2 101 379.942000 208 209 100000000 2055.000
g33-g43 0 2 101 64.990000 24 24 100000000 832.000
g33-g44 0 2 101 273603.405000 50538 48722 100000000 619.000
g33-g45 0 2 101 248548.214000 45161 43665 100000000 641.000
g33-g46 0 2 101 852.870000 46 45 100000000 1230.00
g33-g47 0 2 101 796.878000 46 47 100000000 990.00
g33-g48 0 2 101 2116.678000 94 85 100000000 2316.000
g33-g49 0 2 101 11586676.557000 1699090 1705280 100000000 17893941.000
g33-g50 1 2 101 100000000 100000000 100000000 100000000 11090.00
g34-g35 0 2 120 7.998000 19 12 1056 646.000
g34-g36 0 2 120 396.939000 17 17 2010 609.000
g34-g37 0 2 120 177349.038000 1195356 1239950 100000000 13377894.000
g34-g38 0 2 120 .999000 9 9 100000000 726.000
g34-g39 0 2 120 6.998000 16 18 733 696.000
g34-g40 1 2 120 184.971000 195 195 1488 2529.000
g34-g41 0 2 120 34.994000 34 36 3326 742.000
g34-g42 0 2 120 764.883000 189 189 1214226 596.000
g34-g43 0 2 120 17.997000 19 19 100000000 702.000
g34-g44 0 2 120 13.997000 33 23 100000000 641.000
g34-g45 0 2 120 .999000 22 22 100000000 656.000
g34-g46 -1 2 120 100000000 100000000 100000000 100000000 100000000
g34-g47 -1 2 120 100000000 100000000 100000000 100000000 100000000
g34-g48 -1 2 120 100000000 100000000 100000000 100000000 100000000
g34-g49 -1 2 120 100000000 100000000 100000000 100000000 100000000
g34-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000
g35-g37 1 2 120 13257.984000 1343 1355 100000000 3736.000
g35-g38 0 2 120 4.999000 6 7 0 765.000
g35-g40 1 2 120 1460.777000 94959372 99239506 100000000 2850.00
g35-g41 0 2 120 1.999000 10 10 0 566.000
g35-g42 0 2 120 301.954000 9 8 100000000 689.000
g35-g43 0 2 120 28.995000 34 24 100000000 678.000
g35-g44 0 2 120 10.998000 31 31 100000000 767.000
g35-g45 0 2 120 .999000 30 30 100000000 668.000
g35-g46 0 2 120 127.980000 35 35 100000000 1010.00
g35-g47 0 2 120 106.983000 52 36 100000000 786.000
g35-g48 0 2 120 149.977000 37 42 100000000 918.000
g35-g49 0 2 120 100000000 100000000 100000000 100000000 83831.000
g35-g50 1 2 120 100000000 2116 2016 100000000 100000000
g36-g37 1 2 120 117.982000 587 466 100000000 2144.000
g36-g38 0 2 120 4.999000 4 5 73048 793.000
g36-g40 1 2 120 2039.689000 327 335 100000000 2959.000
g36-g41 0 2 120 9.998000 16 16 13695 588.000
g36-g42 0 2 120 304.953000 7 10 100000000 609.000
g36-g43 0 2 120 13.997000 19 19 100000000 869.000
g36-g44 0 2 120 13.997000 36 53 100000000 728.000
g36-g45 0 2 120 0 36 37 100000000 697.000
g36-g46 0 2 120 33929659.907000 55 56 100000000 5141.000
g36-g47 0 2 120 33075651.736000 56 56 100000000 3822.000
g36-g48 0 2 120 100000000 88 91 100000000 99639.000
g36-g49 0 2 120 429738.669000 31 31 100000000 692.000
g36-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000
g37-g38 0 2 120 .999000 6 6 18143 816.000
g37-g40 1 2 120 100000000 2449505 2364634 100000000 100000000
g37-g43 0 2 120 18.997000 17 17 100000000 684.000
g37-g44 0 2 120 19.996000 63 68 100000000 663.000
g37-g45 0 2 120 1.999000 63 64 100000000 722.000
g37-g46 0 2 120 186.971000 81 81 100000000 681.000
g37-g47 0 2 120 116.982000 118 122 100000000 647.000
g37-g48 0 2 120 121.981000 91 91 100000000 693.000
g37-g49 0 2 120 2420.632000 21 21 100000000 665.000
g37-g50 -1 2 120 100000000 100000000 100000000 100000000 100000000
g38-g40 1 2 121 179.972000 100000000 942154 100000000 1895.000
g38-g43 0 2 121 15.997000 12 12 100000000 600.0
g38-g44 0 2 121 33.994000 31 31 100000000 600.0
g38-g45 0 2 121 23.996000 32 32 100000000 561.000
g38-g50 1 2 121 248.962000 158 159 100000000 1998.000
g39-g40 1 2 121 242.963000 565091 615272 12379 2442.000
g39-g41 0 2 121 3.999000 11 11 4214660 700.0
g39-g42 0 2 121 39.993000 19 19 100000000 664.000
g39-g43 0 2 121 10.998000 37 38 100000000 675.000
g39-g44 0 2 121 19.996000 35 46 100000000 721.000
g39-g45 0 2 121 0 30 37 100000000 640.00
g39-g46 0 2 121 6294.043000 61 62 100000000 685.000
g39-g47 0 2 121 6320.039000 98 101 100000000 601.000
g39-g48 0 2 121 13957.878000 109 140 100000000 13236.000
g39-g49 -1 2 121 100000000 100000000 100000000 100000000 100000000
g39-g50 1 2 121 100000000 100000000 100000000 100000000 100000000
g4-g10 0 2 10 0 0 0 0 269.000
g4-g11 0 2 10 0 0 0 0 234.000
g4-g12 0 2 10 .999000 1 1 0 248.000
g4-g13 0 2 10 0 1 1 6 267.000
g4-g14 0 2 10 0 1 0 3 230.00
g4-g15 1 2 10 .999000 1 2 0 342.000
g4-g16 0 2 10 0 1 1 0 221.000
g4-g20 0 2 10 49.992000 14 14 6154 2119.000
g4-g21 1 2 10 9.998000 81 82 0 506.000
g4-g22 0 2 10 0 1 1 2 279.000
g4-g23 1 2 10 .999000 4 6 24 415.000
g4-g25 1 2 10 .999000 1 1 6 367.000
g4-g26 1 2 10 1.999000 6 6 0 383.000
g4-g27 1 2 10 2.999000 7 6 0 433.000
g4-g28 0 2 10 0 0 0 0 251.000
g4-g29 0 2 10 13.997000 9 9 4 381.000
g4-g30 0 2 10 9.998000 12 12 4 360.00
g4-g31 0 2 10 20.996000 11 11 7 384.000
g4-g32 1 2 10 23.996000 608 601 0 596.000
g4-g33 0 2 10 .999000 2 2 0 242.000
g4-g37 0 2 10 12.998000 11 12 5 383.000
g4-g38 0 2 10 .999000 1 1 0 314.000
g4-g40 1 2 10 28.995000 209 204 0 821.000
g4-g41 0 2 10 .999000 3 3 0 293.000
g4-g42 0 2 10 1.999000 6 6 153 355.000
g4-g43 1 2 10 7.998000 23 24 12 558.000
g4-g44 0 2 10 18.997000 18 18 18 367.000
g4-g45 0 2 10 17.997000 18 18 12 444.000
g4-g46 0 2 10 14.997000 19 18 1 450.00
g4-g47 0 2 10 12.998000 13 14 1 464.000
g4-g48 0 2 10 13.997000 16 15 1 436.000
g4-g49 1 2 10 7.998000 34 35 1 597.000
g4-g5 0 2 10 .999000 0 0 0 231.000
g4-g50 1 2 10 24.996000 142 142 0 670.00
g4-g6 0 2 10 .999000 0 0 0 222.000
g4-g7 0 2 10 .999000 0 0 0 225.000
g4-g9 0 2 10 0 0 0 0 241.000
g40-g50 0 2 121 2.999000 302 304 17941233 951.000
g41-g42 0 2 128 10.998000 8 11 100000000 686.000
g41-g43 0 2 128 21.996000 30 30 100000000 759.000
g41-g44 0 2 128 20.996000 52 55 100000000 779.000
g41-g45 0 2 128 .999000 41 41 100000000 730.00
g41-g46 0 2 128 2810.572000 65 65 100000000 716.000
g41-g47 0 2 128 3230.508000 67 67 100000000 758.000
g41-g48 0 2 128 6588.998000 157 161 100000000 740.00
g41-g49 0 2 128 100000000 100000000 100000000 100000000 2563.000
g41-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000
g42-g43 0 2 128 11.998000 43 45 100000000 780.00
g42-g44 0 2 128 21.996000 54 56 23195 603.000
g42-g45 0 2 128 .999000 38 38 20494 691.000
g42-g46 0 2 128 120.981000 45 45 1 587.000
g42-g47 0 2 128 88.986000 46 45 0 636.000
g42-g48 0 2 128 110.983000 49 49 1 654.000
g42-g49 -1 2 128 100000000 100000000 100000000 100000000 100000000
g42-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000
g43-g44 0 2 128 1.999000 33 48 100000000 803.000
g43-g45 0 2 128 .999000 47 48 100000000 748.000
g43-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000
g44-g45 0 2 128 1.999000 20 19 100000000 746.000
g44-g50 0 2 128 373.943000 171 172 100000000 945.000
g45-g50 0 2 128 263.959000 170 171 100000000 867.000
g46-g47 0 2 128 .999000 25 22 100000000 649.000
g46-g48 1 2 128 22.996000 65 90 83 1542.000
g46-g50 0 2 128 19627.016000 179 180 100000000 999.000
g47-g48 0 2 128 8.998000 73 78 100000000 1440.00
g47-g50 0 2 128 24380.293000 153 153 100000000 943.000
g48-g50 0 2 128 22878.521000 154 182 100000000 964.000
g49-g50 -1 2 128 100000000 100000000 100000000 100000000 100000000
g5-g11 0 2 11 .999000 0 0 0 237.000
g5-g12 0 2 11 0 0 1 0 252.000
g5-g13 1 2 11 .999000 2 2 0 361.000
g5-g14 1 2 11 .999000 3 2 0 345.000
g5-g15 1 2 11 .999000 2 2 0 385.000
g5-g16 0 2 11 3.999000 4 3 28 539.000
g5-g20 1 2 11 3.999000 7 8 0 449.000
g5-g21 1 2 11 6.998000 75 81 0 533.000
g5-g22 1 2 11 1.999000 4 4 0 340.00
g5-g23 1 2 11 .999000 3 4 0 405.000
g5-g25 1 2 11 0 1 1 0 348.000
g5-g26 1 2 11 .999000 5 5 20 480.00
g5-g27 1 2 11 2.999000 8 9 0 421.000
g5-g28 0 2 11 0 0 1 0 224.000
g5-g29 1 2 11 6.998000 8 8 0 516.000
g5-g30 1 2 11 4.999000 8 8 0 530.00
g5-g31 1 2 11 7.998000 10 10 0 520.00
g5-g32 1 2 11 13.997000 602 599 0 548.000
g5-g33 0 2 11 .999000 5 3 0 573.000
g5-g37 1 2 11 6.998000 5 5 260 490.00
g5-g38 0 2 11 0 2 2 0 286.000
g5-g40 1 2 11 16.997000 184 184 0 895.000
g5-g41 1 2 11 .999000 10 9 0 383.000
g5-g42 1 2 11 2.999000 16 17 0 495.000
g5-g43 1 2 11 3.999000 19 15 0 600.0
g5-g44 1 2 11 5.999000 15 13 34 681.000
g5-g45 1 2 11 8.998000 13 13 47 714.000
g5-g46 1 2 11 8.998000 11 11 9 571.000
g5-g47 1 2 11 6.998000 12 13 9 477.000
g5-g48 1 2 11 8.998000 9 9 1 715.000
g5-g49 1 2 11 7.998000 9 9 0 498.000
g5-g50 1 2 11 18.997000 141 142 0 759.000
g5-g6 0 2 11 .999000 0 0 0 284.000
g5-g7 0 2 11 0 0 0 0 285.000
g6-g11 0 2 19 .999000 3 3 1 285.000
g6-g12 0 2 19 3.999000 1 1 10 245.000
g6-g13 1 2 19 45.993000 8 4 269 765.000
g6-g14 1 2 19 4.999000 4 4 4747 676.000
g6-g15 1 2 19 1.999000 11 11 37 538.000
g6-g16 1 2 19 2.999000 2 2 240 531.000
g6-g20 1 2 19 7.998000 9 7 0 622.000
g6-g21 1 2 19 9.998000 75 76 0 692.000
g6-g22 0 2 19 2.999000 1 1 7095 356.000
g6-g23 1 2 19 3.999000 7 7 0 510.00
g6-g25 1 2 19 3.999000 139 205 2243 1092.000
g6-g26 1 2 19 3.999000 4 4 10 610.00
g6-g27 1 2 19 6.998000 4 4 0 528.000
g6-g28 0 2 19 0 0 0 0 266.000
g6-g29 1 2 19 16.997000 9 9 612 560.00
g6-g30 1 2 19 12.998000 9 9 846 731.000
g6-g31 1 2 19 11.998000 13 10 0 575.000
g6-g32 1 2 19 37.994000 605 598 0 699.000
g6-g33 0 2 19 1.999000 3 3 386 298.000
g6-g37 1 2 19 10.998000 9 6 1415 834.000
g6-g38 0 2 19 1.999000 3 3 11 307.000
g6-g40 1 2 19 22.996000 182 182 0 940.00
g6-g41 0 2 19 1.999000 4 4 290 386.000
g6-g42 0 2 19 19.996000 7 7 26696 859.000
g6-g43 1 2 19 10.998000 16 16 185 772.000
g6-g44 1 2 19 12.998000 17 17 0 683.000
g6-g45 1 2 19 7.998000 15 15 0 673.000
g6-g46 1 2 19 13.997000 9 10 1099 724.000
g6-g47 1 2 19 15.997000 9 9 714 779.000
g6-g48 1 2 19 17.997000 10 10 1542 801.000
g6-g49 1 2 19 13.997000 10 10 0 586.000
g6-g50 1 2 19 45.993000 143 145 0 928.000
g6-g7 0 2 19 .999000 0 0 3 258.000
g7-g11 0 2 20 0 0 0 0 257.000
g7-g12 0 2 20 .999000 1 1 100000000 337.000
g7-g13 0 2 20 0 1 0 16 300.0
g7-g14 0 2 20 0 1 0 0 299.000
g7-g15 0 2 20 0 0 0 393 306.000
g7-g16 0 2 20 .999000 1 1 0 311.000
g7-g20 0 2 20 278.957000 192 224 100000000 446.000
g7-g21 1 2 20 23.996000 77 76 0 708.000
g7-g22 0 2 20 .999000 1 1 0 275.000
g7-g23 0 2 20 .999000 2 2 5511 401.000
g7-g25 0 2 20 .999000 1 1 3 309.000
g7-g26 0 2 20 0 2 3 3580 335.000
g7-g27 0 2 20 .999000 4 4 100000000 355.000
g7-g28 0 2 20 .999000 0 1 0 243.000
g7-g29 0 2 20 170.974000 29 30 100000000 403.000
g7-g30 0 2 20 163.975000 29 51 100000000 418.000
g7-g31 0 2 20 141.978000 42 43 100000000 389.000
g7-g32 1 2 20 67.989000 618 619 0 979.000
g7-g33 0 2 20 .999000 2 2 0 329.000
g7-g37 0 2 20 5.999000 9 13 4 447.000
g7-g38 1 2 20 1.999000 4 5 0 552.000
g7-g40 1 2 20 71.989000 229 232 10312877 1185.000
g7-g41 0 2 20 0 2 2 0 315.000
g7-g42 0 2 20 0 3 3 0 474.000
g7-g43 0 2 20 7847212.042000 78839621 83224514 100000000 100000000
g7-g44 0 2 20 129.980000 38 42 100000000 453.000
g7-g45 0 2 20 87.986000 42 44 100000000 446.000
g7-g46 0 2 20 85.986000 25 25 23 478.000
g7-g47 0 2 20 152.976000 25 25 25 397.000
g7-g48 0 2 20 111.982000 49 32 979021 450.00
g7-g49 0 2 20 954.854000 20093 21154 100000000 792.000
g7-g50 1 2 20 74.988000 144 145 209 942.000
g8-g10 0 2 30 0 1 1 0 258.000
g8-g11 0 2 30 .999000 1 1 3 297.000
g8-g12 0 2 30 2.999000 1 1 710 293.000
g8-g13 0 2 30 35.994000 19 16 339852 981.000
g8-g14 0 2 30 3.999000 4 4 6098 335.000
g8-g15 0 2 30 448.931000 1031 1080 6326121 20290.00
g8-g16 1 2 30 5.999000 3 3 167 490.00
g8-g19 0 2 30 .999000 1 1 0 334.000
g8-g20 1 2 30 15.997000 9 8 100000000 508.000
g8-g21 1 2 30 30.995000 83 78 0 778.000
g8-g22 0 2 30 8.998000 6 5 30 418.000
g8-g23 0 2 30 903.862000 2559 1876 100000000 80844.000
g8-g25 0 2 30 .999000 1 1 303918 376.000
g8-g26 0 2 30 1363.792000 1469 1548 100000000 83232.000
g8-g27 1 2 30 218.966000 135 114 3464814 8046.000
g8-g28 0 2 30 0 0 0 0 327.000
g8-g29 1 2 30 26.995000 14 14 100000000 850.00
g8-g30 1 2 30 27.995000 29 30 100000000 826.000
g8-g31 1 2 30 47.992000 20 19 100000000 964.000
g8-g32 1 2 30 34.994000 607 611 0 883.000
g8-g33 0 2 30 6.998000 4 4 3 382.000
g8-g35 0 2 30 4.999000 8 8 0 321.000
g8-g36 0 2 30 .999000 8 13 0 303.000
g8-g37 1 2 30 187.971000 17 18 89087 1866.000
g8-g38 0 2 30 2.999000 3 3 1056 311.000
g8-g40 1 2 30 46.992000 184 190 39834807 1189.000
g8-g41 0 2 30 6.998000 6 4 3 355.000
g8-g42 0 2 30 97.985000 9 10 9258 1017.000
g8-g43 1 2 30 95.985000 15 15 1430799 13704.000
g8-g44 1 2 30 42.993000 19 20 9855294 881.000
g8-g45 1 2 30 66.989000 19 20 12238471 733.000
g8-g46 0 2 30 11193.298000 448 465 17353401 1433.000
g8-g47 0 2 30 10614.386000 442 456 16982575 1416.000
g8-g48 0 2 30 78460.072000 5704 6026 100000000 3979.000
g8-g49 1 2 30 38.994000 17 17 64783178 1190.00
g8-g50 1 2 30 78.987000 145 146 100000000 1004.000
g8-g9 0 2 30 0 0 0 0 271.000
g9-g10 0 2 37 0 0 0 0 306.000
g9-g11 0 2 37 .999000 1 2 0 255.000
g9-g12 0 2 37 2.999000 2 2 0 286.000
g9-g13 0 2 37 .999000 4 4 100000000 332.000
g9-g14 0 2 37 .999000 2 3 427064 389.000
g9-g15 0 2 37 .999000 21465 17795 100000000 372.000
g9-g16 0 2 37 5.999000 4 4 6991 313.000
g9-g20 1 2 37 16.997000 8 8 14660936 623.000
g9-g21 1 2 37 29.995000 77 77 0 788.000
g9-g22 0 2 37 5.999000 3 3 1981 350.00
g9-g23 1 2 37 6.998000 14 6 22099 696.000
g9-g25 0 2 37 .999000 1 1 11295369 369.000
g9-g26 1 2 37 5.999000 9 9 28 648.000
g9-g27 1 2 37 10.998000 85 68 2806281 100000000
g9-g28 0 2 37 0 1 1 0 411.000
g9-g29 0 2 37 92.985000 100000000 246 100000000 1154.000
g9-g30 0 2 37 82.987000 100000000 375 100000000 911.000
g9-g31 0 2 37 216.967000 100000000 1713 100000000 2911.000
g9-g32 1 2 37 66.989000 606 599 0 1111.000
g9-g33 0 2 37 1.999000 4 4 0 303.000
g9-g37 0 2 37 138.978000 12 13 7179065 1025.000
g9-g38 0 2 37 2.999000 4 5 0 374.000
g9-g40 1 2 37 35.994000 186 184 8181167 990.00
g9-g41 0 2 37 0 6 6 0 329.000
g9-g42 0 2 37 77.988000 6 7 127588 816.000
g9-g43 1 2 37 13.997000 15 15 3789712 826.000
g9-g44 0 2 37 99.984000 100000000 10435 100000000 2898.000
g9-g45 0 2 37 87.986000 100000000 9918 100000000 2367.000
g9-g46 0 2 37 42.993000 17 17 18287981 442.000
g9-g47 0 2 37 21.996000 12 12 17399812 449.000
g9-g48 0 2 37 52.991000 14 15 100000000 493.000
g9-g49 1 2 37 17.997000 12 12 550797 807.000
g9-g50 1 2 37 71.989000 168 150 0 1050.00
