instance sat family size vbbjdpd tvbbjdpd
si4-b06-m200.09 1 3 200 81 100000000
si4-r005-m400.06 1 7 400 73855 100000000
si4-r005-m400.03 1 7 400 12970 100000000
si4-r005-m400.07 1 7 400 88257 100000000
si4-r005-m400.01 1 7 400 9839 100000000
si4-r005-m400.04 1 7 400 20794 100000000
si4-r005-m400.00 1 7 400 21922 100000000
si4-r005-m400.09 1 7 400 24771 100000000
si4-r005-m400.05 1 7 400 10910 100000000
si4-r005-m400.08 1 7 400 3865 100000000
si4-r005-m400.02 1 7 400 56685 100000000
si4-m4Dr2-m1296.07 1 6 1296 519 100000000
si4-m4Dr2-m1296.00 1 6 1296 519 100000000
si4-m4Dr2-m1296.05 1 6 1296 519 100000000
si4-m4Dr2-m1296.04 1 6 1296 519 100000000
si4-m4Dr2-m1296.08 1 6 1296 519 100000000
si4-m4Dr2-m1296.01 1 6 1296 519 100000000
si4-m4Dr2-m1296.06 1 6 1296 519 100000000
si4-m4Dr2-m1296.02 1 6 1296 519 100000000
si4-m4Dr2-m1296.03 1 6 1296 519 100000000
si4-m4Dr2-m1296.09 1 6 1296 519 100000000
si6-b09-m800.03 1 3 800 481 100000000
si6-b09-m800.09 1 3 800 481 100000000
si6-b09-m800.07 1 3 800 481 100000000
si6-b09-m800.05 1 3 800 481 100000000
si6-b09-m800.04 1 3 800 481 100000000
si6-b09-m800.01 1 3 800 481 100000000
si6-b09-m800.00 1 3 800 481 100000000
si6-b09-m800.02 1 3 800 481 100000000
si6-b09-m800.06 1 3 800 481 100000000
si6-b09-m800.08 1 3 800 481 100000000
si6-b06m-m400.00 1 4 400 241 100000000
si6-b06m-m400.08 1 4 400 241 100000000
si6-b06m-m400.03 1 4 400 241 100000000
si6-b06m-m400.04 1 4 400 241 100000000
si6-b06m-m400.06 1 4 400 241 100000000
si6-b06m-m400.07 1 4 400 241 100000000
si6-b06m-m400.09 1 4 400 241 100000000
si6-b06m-m400.02 1 4 400 241 100000000
si6-b06m-m400.01 1 4 400 241 100000000
si6-b06m-m400.05 1 4 400 241 100000000
si2-m4Dr4-m1296.08 1 6 1296 268 100000000
si2-m4Dr4-m1296.07 1 6 1296 260 100000000
si2-m4Dr4-m1296.03 1 6 1296 260 100000000
si2-m4Dr4-m1296.05 1 6 1296 260 100000000
si2-m4Dr4-m1296.06 1 6 1296 260 100000000
si2-m4Dr4-m1296.04 1 6 1296 260 100000000
si2-m4Dr4-m1296.09 1 6 1296 260 100000000
si2-m4Dr4-m1296.01 1 6 1296 261 100000000
si2-m4Dr4-m1296.00 1 6 1296 260 100000000
si2-m4Dr4-m1296.02 1 6 1296 263 100000000
si6-m4Dr6-m1296.02 1 6 1296 778 100000000
si6-m4Dr6-m1296.08 1 6 1296 778 100000000
si6-m4Dr6-m1296.07 1 6 1296 778 100000000
si6-m4Dr6-m1296.06 1 6 1296 778 100000000
si6-m4Dr6-m1296.03 1 6 1296 778 100000000
si6-m4Dr6-m1296.04 1 6 1296 778 100000000
si6-m4Dr6-m1296.05 1 6 1296 778 100000000
si6-m4Dr6-m1296.00 1 6 1296 778 100000000
si6-m4Dr6-m1296.09 1 6 1296 778 100000000
si6-m4Dr6-m1296.01 1 6 1296 778 100000000
si4-m4Dr2-m256.00 1 6 256 106 100000000
si4-m4Dr2-m256.01 1 6 256 103 100000000
si4-m4Dr2-m256.05 1 6 256 103 100000000
si4-m4Dr2-m256.04 1 6 256 103 100000000
si4-m4Dr2-m256.08 1 6 256 103 100000000
si4-m4Dr2-m256.07 1 6 256 103 100000000
si4-m4Dr2-m256.06 1 6 256 103 100000000
si4-m4Dr2-m256.02 1 6 256 103 100000000
si4-m4Dr2-m256.09 1 6 256 104 100000000
si4-m4Dr2-m256.03 1 6 256 103 100000000
si4-b09m-m200.01 1 4 200 81 100000000
si4-b09m-m200.00 1 4 200 81 100000000
si4-b09m-m200.03 1 4 200 81 100000000
si4-b09m-m200.06 1 4 200 81 100000000
si4-b09m-m200.02 1 4 200 81 100000000
si4-b09m-m200.04 1 4 200 81 100000000
si4-b09m-m200.05 1 4 200 81 100000000
si4-b09m-m200.07 1 4 200 81 100000000
si4-b09m-m200.08 1 4 200 81 100000000
si4-b09m-m200.09 1 4 200 81 100000000
si4-m4Dr4-m625.07 1 6 625 251 100000000
si4-m4Dr4-m625.05 1 6 625 251 100000000
si4-m4Dr4-m625.01 1 6 625 251 100000000
si4-m4Dr4-m625.08 1 6 625 251 100000000
si4-m4Dr4-m625.09 1 6 625 251 100000000
si4-m4Dr4-m625.00 1 6 625 251 100000000
si4-m4Dr4-m625.04 1 6 625 251 100000000
si4-m4Dr4-m625.06 1 6 625 251 100000000
si4-m4Dr4-m625.03 1 6 625 251 100000000
si4-m4Dr4-m625.02 1 6 625 251 100000000
si4-m4Dr4-m1296.03 1 6 1296 519 100000000
si4-m4Dr4-m1296.01 1 6 1296 519 100000000
si4-m4Dr4-m1296.00 1 6 1296 519 100000000
si4-m4Dr4-m1296.07 1 6 1296 519 100000000
si4-m4Dr4-m1296.02 1 6 1296 519 100000000
si4-m4Dr4-m1296.04 1 6 1296 519 100000000
si4-m4Dr4-m1296.09 1 6 1296 519 100000000
si4-m4Dr4-m1296.06 1 6 1296 520 100000000
si4-m4Dr4-m1296.08 1 6 1296 519 100000000
si4-m4Dr4-m1296.05 1 6 1296 519 100000000
si2-r005-m400.05 1 7 400 330312 100000000
si2-r005-m400.06 1 7 400 154361 100000000
si2-r005-m400.08 1 7 400 194745 100000000
si2-r005-m400.02 1 7 400 33708162 100000000
si2-r005-m400.03 1 7 400 497641 100000000
si2-r005-m400.00 1 7 400 82796 100000000
si2-r005-m400.07 1 7 400 1182260 100000000
si2-r005-m400.09 1 7 400 10974 100000000
si2-r005-m400.04 1 7 400 679787 100000000
si2-r005-m400.01 1 7 400 22207 100000000
si2-b06m-m400.03 1 4 400 81 100000000
si2-b06m-m400.06 1 4 400 81 100000000
si2-b06m-m400.05 1 4 400 81 100000000
si2-b06m-m400.01 1 4 400 81 100000000
si2-b06m-m400.00 1 4 400 81 100000000
si2-b06m-m400.08 1 4 400 81 100000000
si2-b06m-m400.07 1 4 400 81 100000000
si2-b06m-m400.09 1 4 400 81 100000000
si2-b06m-m400.04 1 4 400 81 100000000
si2-b06m-m400.02 1 4 400 81 100000000
si6-r005-m600.02 1 7 600 14016 100000000
si6-r005-m600.08 1 7 600 14982 100000000
si6-r005-m600.03 1 7 600 119376 100000000
si6-r005-m600.05 1 7 600 61410 100000000
si6-r005-m600.07 1 7 600 58146 100000000
si6-r005-m600.04 1 7 600 56064 100000000
si6-r005-m600.06 1 7 600 155248 100000000
si6-r005-m600.01 1 7 600 3720 100000000
si6-r005-m600.09 1 7 600 86272 100000000
si6-r005-m600.00 1 7 600 9185 100000000
si6-r005-m200.02 1 7 200 728 100000000
si6-r005-m200.08 1 7 200 586 100000000
si6-r005-m200.09 1 7 200 169 100000000
si6-r005-m200.05 1 7 200 850 100000000
si6-r005-m200.03 1 7 200 267 100000000
si6-r005-m200.00 1 7 200 326 100000000
si6-r005-m200.04 1 7 200 294 100000000
si6-r005-m200.07 1 7 200 400 100000000
si6-r005-m200.01 1 7 200 157 100000000
si6-r005-m200.06 1 7 200 121 100000000
si2-m4Dr6-m625.06 1 6 625 126 100000000
si2-m4Dr6-m625.08 1 6 625 126 100000000
si2-m4Dr6-m625.07 1 6 625 126 100000000
si2-m4Dr6-m625.03 1 6 625 126 100000000
si2-m4Dr6-m625.04 1 6 625 128 100000000
si2-m4Dr6-m625.05 1 6 625 126 100000000
si2-m4Dr6-m625.09 1 6 625 129 100000000
si2-m4Dr6-m625.01 1 6 625 127 100000000
si2-m4Dr6-m625.02 1 6 625 130 100000000
si2-m4Dr6-m625.00 1 6 625 126 100000000
si6-b03-m800.02 1 3 800 481 100000000
si6-b03-m800.04 1 3 800 481 100000000
si6-b03-m800.03 1 3 800 481 100000000
si6-b03-m800.05 1 3 800 481 100000000
si6-b03-m800.06 1 3 800 481 100000000
si6-b03-m800.01 1 3 800 481 100000000
si6-b03-m800.00 1 3 800 481 100000000
si6-b03-m800.07 1 3 800 481 100000000
si6-b03-m800.09 1 3 800 481 100000000
si6-b03-m800.08 1 3 800 481 100000000
si4-m4D-m1296.09 1 5 1296 519 100000000
si4-m4D-m1296.06 1 5 1296 519 100000000
si4-m4D-m1296.05 1 5 1296 519 100000000
si4-m4D-m1296.00 1 5 1296 757 100000000
si4-m4D-m1296.03 1 5 1296 1357 100000000
si4-m4D-m1296.04 1 5 1296 519 100000000
si4-m4D-m1296.08 1 5 1296 100000000 100000000
si4-m4D-m1296.02 1 5 1296 1783 100000000
si4-m4D-m1296.01 1 5 1296 519 100000000
si4-m4D-m1296.07 1 5 1296 519 100000000
si6-b03m-m400.03 1 4 400 241 100000000
si6-b03m-m400.01 1 4 400 241 100000000
si6-b03m-m400.09 1 4 400 241 100000000
si6-b03m-m400.08 1 4 400 241 100000000
si6-b03m-m400.07 1 4 400 241 100000000
si6-b03m-m400.02 1 4 400 241 100000000
si6-b03m-m400.05 1 4 400 241 100000000
si6-b03m-m400.00 1 4 400 241 100000000
si6-b03m-m400.06 1 4 400 241 100000000
si6-b03m-m400.04 1 4 400 241 100000000
si4-m4D-m256.07 1 5 256 103 100000000
si4-m4D-m256.06 1 5 256 103 100000000
si4-m4D-m256.05 1 5 256 103 100000000
si4-m4D-m256.08 1 5 256 119 100000000
si4-m4D-m256.04 1 5 256 103 100000000
si4-m4D-m256.09 1 5 256 147 100000000
si4-m4D-m256.02 1 5 256 103 100000000
si4-m4D-m256.00 1 5 256 130 100000000
si4-m4D-m256.03 1 5 256 104 100000000
si4-m4D-m256.01 1 5 256 103 100000000
si6-b06m-m800.07 1 4 800 481 100000000
si6-b06m-m800.04 1 4 800 481 100000000
si6-b06m-m800.01 1 4 800 481 100000000
si6-b06m-m800.00 1 4 800 481 100000000
si6-b06m-m800.05 1 4 800 481 100000000
si6-b06m-m800.08 1 4 800 481 100000000
si6-b06m-m800.09 1 4 800 481 100000000
si6-b06m-m800.02 1 4 800 481 100000000
si6-b06m-m800.03 1 4 800 481 100000000
si6-b06m-m800.06 1 4 800 481 100000000
si4-r001-m400.08 1 7 400 308 100000000
si4-r001-m400.06 1 7 400 162 100000000
si4-r001-m400.02 1 7 400 161 100000000
si4-r001-m400.00 1 7 400 994 100000000
si4-r001-m400.04 1 7 400 187 100000000
si4-r001-m400.03 1 7 400 164 100000000
si4-r001-m400.09 1 7 400 170 100000000
si4-r001-m400.05 1 7 400 3815 100000000
si4-r001-m400.01 1 7 400 166 100000000
si4-r001-m400.07 1 7 400 170 100000000
si2-m4Dr6-m1296.00 1 6 1296 260 100000000
si2-m4Dr6-m1296.01 1 6 1296 260 100000000
si2-m4Dr6-m1296.09 1 6 1296 260 100000000
si2-m4Dr6-m1296.06 1 6 1296 260 100000000
si2-m4Dr6-m1296.03 1 6 1296 260 100000000
si2-m4Dr6-m1296.02 1 6 1296 260 100000000
si2-m4Dr6-m1296.05 1 6 1296 260 100000000
si2-m4Dr6-m1296.08 1 6 1296 260 100000000
si2-m4Dr6-m1296.04 1 6 1296 260 100000000
si2-m4Dr6-m1296.07 1 6 1296 262 100000000
si2-b03-m800.07 1 3 800 161 100000000
si2-b03-m800.08 1 3 800 161 100000000
si2-b03-m800.04 1 3 800 161 100000000
si2-b03-m800.05 1 3 800 161 100000000
si2-b03-m800.09 1 3 800 161 100000000
si2-b03-m800.00 1 3 800 161 100000000
si2-b03-m800.02 1 3 800 161 100000000
si2-b03-m800.03 1 3 800 161 100000000
si2-b03-m800.01 1 3 800 161 100000000
si2-b03-m800.06 1 3 800 161 100000000
si4-b03m-m200.05 1 4 200 81 100000000
si4-b03m-m200.02 1 4 200 81 100000000
si4-b03m-m200.04 1 4 200 81 100000000
si4-b03m-m200.07 1 4 200 81 100000000
si4-b03m-m200.00 1 4 200 81 100000000
si4-b03m-m200.06 1 4 200 81 100000000
si4-b03m-m200.03 1 4 200 81 100000000
si4-b03m-m200.09 1 4 200 81 100000000
si4-b03m-m200.08 1 4 200 81 100000000
si4-b03m-m200.01 1 4 200 81 100000000
si2-b06m-m200.04 1 4 200 41 100000000
si2-b06m-m200.03 1 4 200 41 100000000
si2-b06m-m200.08 1 4 200 41 100000000
si2-b06m-m200.06 1 4 200 41 100000000
si2-b06m-m200.05 1 4 200 41 100000000
si2-b06m-m200.02 1 4 200 41 100000000
si2-b06m-m200.00 1 4 200 41 100000000
si2-b06m-m200.01 1 4 200 41 100000000
si2-b06m-m200.09 1 4 200 41 100000000
si2-b06m-m200.07 1 4 200 41 100000000
si6-m4Dr4-m625.05 1 6 625 376 100000000
si6-m4Dr4-m625.09 1 6 625 376 100000000
si6-m4Dr4-m625.04 1 6 625 376 100000000
si6-m4Dr4-m625.00 1 6 625 376 100000000
si6-m4Dr4-m625.08 1 6 625 376 100000000
si6-m4Dr4-m625.06 1 6 625 376 100000000
si6-m4Dr4-m625.01 1 6 625 376 100000000
si6-m4Dr4-m625.03 1 6 625 376 100000000
si6-m4Dr4-m625.07 1 6 625 376 100000000
si6-m4Dr4-m625.02 1 6 625 376 100000000
si4-b03-m200.06 1 3 200 81 100000000
si4-b03-m200.02 1 3 200 81 100000000
si4-b03-m200.07 1 3 200 81 100000000
si4-b03-m200.04 1 3 200 81 100000000
si4-b03-m200.03 1 3 200 81 100000000
si4-b03-m200.05 1 3 200 81 100000000
si4-b03-m200.09 1 3 200 81 100000000
si4-b03-m200.01 1 3 200 81 100000000
si4-b03-m200.00 1 3 200 81 100000000
si4-b03-m200.08 1 3 200 81 100000000
si2-b03-m400.03 1 3 400 81 100000000
si2-b03-m400.06 1 3 400 81 100000000
si2-b03-m400.07 1 3 400 81 100000000
si2-b03-m400.01 1 3 400 81 100000000
si2-b03-m400.05 1 3 400 81 100000000
si2-b03-m400.09 1 3 400 81 100000000
si2-b03-m400.02 1 3 400 81 100000000
si2-b03-m400.00 1 3 400 81 100000000
si2-b03-m400.08 1 3 400 81 100000000
si2-b03-m400.04 1 3 400 81 100000000
si4-b09-m200.02 1 3 200 81 100000000
si4-b09-m200.01 1 3 200 81 100000000
si4-b09-m200.00 1 3 200 81 100000000
si4-b09-m200.09 1 3 200 81 100000000
si4-b09-m200.08 1 3 200 81 100000000
si4-b09-m200.04 1 3 200 81 100000000
si4-b09-m200.06 1 3 200 81 100000000
si4-b09-m200.05 1 3 200 81 100000000
si4-b09-m200.07 1 3 200 81 100000000
si4-b09-m200.03 1 3 200 81 100000000
si4-m4Dr4-m256.05 1 6 256 103 100000000
si4-m4Dr4-m256.09 1 6 256 103 100000000
si4-m4Dr4-m256.01 1 6 256 103 100000000
si4-m4Dr4-m256.03 1 6 256 104 100000000
si4-m4Dr4-m256.06 1 6 256 103 100000000
si4-m4Dr4-m256.07 1 6 256 103 100000000
si4-m4Dr4-m256.00 1 6 256 103 100000000
si4-m4Dr4-m256.02 1 6 256 103 100000000
si4-m4Dr4-m256.08 1 6 256 103 100000000
si4-m4Dr4-m256.04 1 6 256 106 100000000
si2-m4D-m625.01 1 5 625 995 100000000
si2-m4D-m625.00 1 5 625 130 100000000
si2-m4D-m625.08 1 5 625 134 100000000
si2-m4D-m625.04 1 5 625 164 100000000
si2-m4D-m625.09 1 5 625 15016 100000000
si2-m4D-m625.02 1 5 625 126 100000000
si2-m4D-m625.05 1 5 625 6284 100000000
si2-m4D-m625.06 1 5 625 5058 100000000
si2-m4D-m625.07 1 5 625 426 100000000
si2-m4D-m625.03 1 5 625 314 100000000
si4-b09-m800.03 1 3 800 321 100000000
si4-b09-m800.02 1 3 800 321 100000000
si4-b09-m800.09 1 3 800 321 100000000
si4-b09-m800.06 1 3 800 321 100000000
si4-b09-m800.04 1 3 800 321 100000000
si4-b09-m800.05 1 3 800 321 100000000
si4-b09-m800.00 1 3 800 321 100000000
si4-b09-m800.01 1 3 800 321 100000000
si4-b09-m800.07 1 3 800 321 100000000
si4-b09-m800.08 1 3 800 321 100000000
si2-m4Dr4-m256.05 1 6 256 52 100000000
si2-m4Dr4-m256.02 1 6 256 52 100000000
si2-m4Dr4-m256.00 1 6 256 56 100000000
si2-m4Dr4-m256.07 1 6 256 54 100000000
si2-m4Dr4-m256.03 1 6 256 52 100000000
si2-m4Dr4-m256.06 1 6 256 52 100000000
si2-m4Dr4-m256.04 1 6 256 58 100000000
si2-m4Dr4-m256.09 1 6 256 52 100000000
si2-m4Dr4-m256.01 1 6 256 52 100000000
si2-m4Dr4-m256.08 1 6 256 116 100000000
si6-m4Dr2-m256.04 1 6 256 154 100000000
si6-m4Dr2-m256.08 1 6 256 154 100000000
si6-m4Dr2-m256.00 1 6 256 154 100000000
si6-m4Dr2-m256.07 1 6 256 154 100000000
si6-m4Dr2-m256.01 1 6 256 154 100000000
si6-m4Dr2-m256.09 1 6 256 154 100000000
si6-m4Dr2-m256.03 1 6 256 154 100000000
si6-m4Dr2-m256.05 1 6 256 154 100000000
si6-m4Dr2-m256.02 1 6 256 154 100000000
si6-m4Dr2-m256.06 1 6 256 154 100000000
si6-b06-m800.00 1 3 800 481 100000000
si6-b06-m800.05 1 3 800 481 100000000
si6-b06-m800.02 1 3 800 481 100000000
si6-b06-m800.07 1 3 800 481 100000000
si6-b06-m800.08 1 3 800 481 100000000
si6-b06-m800.09 1 3 800 481 100000000
si6-b06-m800.06 1 3 800 481 100000000
si6-b06-m800.01 1 3 800 481 100000000
si6-b06-m800.04 1 3 800 481 100000000
si6-b06-m800.03 1 3 800 481 100000000
si4-b09m-m800.06 1 4 800 321 100000000
si4-b09m-m800.01 1 4 800 321 100000000
si4-b09m-m800.02 1 4 800 321 100000000
si4-b09m-m800.08 1 4 800 321 100000000
si4-b09m-m800.04 1 4 800 321 100000000
si4-b09m-m800.03 1 4 800 321 100000000
si4-b09m-m800.09 1 4 800 321 100000000
si4-b09m-m800.05 1 4 800 321 100000000
si4-b09m-m800.00 1 4 800 321 100000000
si4-b09m-m800.07 1 4 800 321 100000000
si2-b06-m800.04 1 3 800 161 100000000
si2-b06-m800.07 1 3 800 161 100000000
si2-b06-m800.02 1 3 800 161 100000000
si2-b06-m800.00 1 3 800 161 100000000
si2-b06-m800.03 1 3 800 161 100000000
si2-b06-m800.05 1 3 800 161 100000000
si2-b06-m800.09 1 3 800 161 100000000
si2-b06-m800.01 1 3 800 161 100000000
si2-b06-m800.08 1 3 800 161 100000000
si2-b06-m800.06 1 3 800 161 100000000
si6-m4D-m256.03 1 5 256 154 100000000
si6-m4D-m256.08 1 5 256 154 100000000
si6-m4D-m256.07 1 5 256 154 100000000
si6-m4D-m256.00 1 5 256 154 100000000
si6-m4D-m256.01 1 5 256 154 100000000
si6-m4D-m256.05 1 5 256 154 100000000
si6-m4D-m256.09 1 5 256 227 100000000
si6-m4D-m256.04 1 5 256 154 100000000
si6-m4D-m256.02 1 5 256 154 100000000
si6-m4D-m256.06 1 5 256 154 100000000
si2-b06m-m800.07 1 4 800 161 100000000
si2-b06m-m800.02 1 4 800 161 100000000
si2-b06m-m800.03 1 4 800 161 100000000
si2-b06m-m800.01 1 4 800 161 100000000
si2-b06m-m800.08 1 4 800 161 100000000
si2-b06m-m800.04 1 4 800 161 100000000
si2-b06m-m800.06 1 4 800 161 100000000
si2-b06m-m800.09 1 4 800 161 100000000
si2-b06m-m800.05 1 4 800 161 100000000
si2-b06m-m800.00 1 4 800 161 100000000
si4-b06m-m200.00 1 4 200 81 100000000
si4-b06m-m200.08 1 4 200 81 100000000
si4-b06m-m200.05 1 4 200 81 100000000
si4-b06m-m200.09 1 4 200 81 100000000
si4-b06m-m200.01 1 4 200 81 100000000
si4-b06m-m200.07 1 4 200 81 100000000
si4-b06m-m200.02 1 4 200 81 100000000
si4-b06m-m200.04 1 4 200 81 100000000
si4-b06m-m200.06 1 4 200 81 100000000
si4-b06m-m200.03 1 4 200 81 100000000
si6-r001-m400.09 1 7 400 243 100000000
si6-r001-m400.05 1 7 400 241 100000000
si6-r001-m400.00 1 7 400 243 100000000
si6-r001-m400.04 1 7 400 243 100000000
si6-r001-m400.07 1 7 400 241 100000000
si6-r001-m400.06 1 7 400 248 100000000
si6-r001-m400.02 1 7 400 242 100000000
si6-r001-m400.03 1 7 400 241 100000000
si6-r001-m400.08 1 7 400 338 100000000
si6-r001-m400.01 1 7 400 247 100000000
si6-m4D-m625.00 1 5 625 376 100000000
si6-m4D-m625.07 1 5 625 1378 100000000
si6-m4D-m625.05 1 5 625 419 100000000
si6-m4D-m625.08 1 5 625 376 100000000
si6-m4D-m625.02 1 5 625 376 100000000
si6-m4D-m625.03 1 5 625 48199 100000000
si6-m4D-m625.04 1 5 625 376 100000000
si6-m4D-m625.09 1 5 625 775 100000000
si6-m4D-m625.01 1 5 625 376 100000000
si6-m4D-m625.06 1 5 625 430 100000000
si6-b09m-m800.02 1 4 800 481 100000000
si6-b09m-m800.09 1 4 800 481 100000000
si6-b09m-m800.04 1 4 800 481 100000000
si6-b09m-m800.07 1 4 800 481 100000000
si6-b09m-m800.00 1 4 800 481 100000000
si6-b09m-m800.05 1 4 800 481 100000000
si6-b09m-m800.03 1 4 800 481 100000000
si6-b09m-m800.01 1 4 800 481 100000000
si6-b09m-m800.06 1 4 800 481 100000000
si6-b09m-m800.08 1 4 800 481 100000000
si4-m4Dr6-m1296.01 1 6 1296 519 100000000
si4-m4Dr6-m1296.07 1 6 1296 519 100000000
si4-m4Dr6-m1296.06 1 6 1296 519 100000000
si4-m4Dr6-m1296.02 1 6 1296 519 100000000
si4-m4Dr6-m1296.08 1 6 1296 519 100000000
si4-m4Dr6-m1296.03 1 6 1296 519 100000000
si4-m4Dr6-m1296.00 1 6 1296 522 100000000
si4-m4Dr6-m1296.09 1 6 1296 519 100000000
si4-m4Dr6-m1296.05 1 6 1296 519 100000000
si4-m4Dr6-m1296.04 1 6 1296 519 100000000
si2-b06-m400.09 1 3 400 81 100000000
si2-b06-m400.02 1 3 400 81 100000000
si2-b06-m400.00 1 3 400 81 100000000
si2-b06-m400.03 1 3 400 81 100000000
si2-b06-m400.07 1 3 400 81 100000000
si2-b06-m400.04 1 3 400 81 100000000
si2-b06-m400.05 1 3 400 81 100000000
si2-b06-m400.01 1 3 400 81 100000000
si2-b06-m400.08 1 3 400 81 100000000
si2-b06-m400.06 1 3 400 81 100000000
si4-r01-m200.01 1 7 200 24295 100000000
si4-r01-m200.08 1 7 200 972770 100000000
si4-r01-m200.03 1 7 200 73354 100000000
si4-r01-m200.04 1 7 200 54337 100000000
si4-r01-m200.07 1 7 200 73283 100000000
si4-r01-m200.02 1 7 200 151193 100000000
si4-r01-m200.05 1 7 200 41550 100000000
si4-r01-m200.06 1 7 200 22703 100000000
si4-r01-m200.00 1 7 200 242339 100000000
si4-r01-m200.09 1 7 200 70011 100000000
si2-r001-m400.06 1 7 400 5162 100000000
si2-r001-m400.08 1 7 400 203 100000000
si2-r001-m400.09 1 7 400 1268983 100000000
si2-r001-m400.01 1 7 400 387 100000000
si2-r001-m400.03 1 7 400 1379 100000000
si2-r001-m400.04 1 7 400 945370 100000000
si2-r001-m400.05 1 7 400 7804 100000000
si2-r001-m400.02 1 7 400 430 100000000
si2-r001-m400.00 1 7 400 869 100000000
si2-r001-m400.07 1 7 400 1804 100000000
si4-b03m-m800.03 1 4 800 321 100000000
si4-b03m-m800.05 1 4 800 321 100000000
si4-b03m-m800.06 1 4 800 321 100000000
si4-b03m-m800.01 1 4 800 321 100000000
si4-b03m-m800.08 1 4 800 321 100000000
si4-b03m-m800.09 1 4 800 321 100000000
si4-b03m-m800.00 1 4 800 321 100000000
si4-b03m-m800.02 1 4 800 321 100000000
si4-b03m-m800.07 1 4 800 321 100000000
si4-b03m-m800.04 1 4 800 321 100000000
si2-r01-m200.03 1 7 200 38221779 100000000
si2-r01-m200.00 1 7 200 394046 100000000
si2-r01-m200.05 1 7 200 154038 100000000
si2-r01-m200.01 1 7 200 1172938 100000000
si2-r01-m200.08 1 7 200 169 100000000
si2-r01-m200.06 1 7 200 6325052 100000000
si2-r01-m200.09 1 7 200 4966231 100000000
si2-r01-m200.02 1 7 200 326872 100000000
si2-r01-m200.07 1 7 200 797190 100000000
si2-r01-m200.04 1 7 200 72758 100000000
si2-r01-m400.04 1 7 400 1386010 100000000
si2-r01-m400.00 1 7 400 3893542 100000000
si2-r01-m400.07 1 7 400 55199521 100000000
si2-r01-m400.09 1 7 400 9255453 100000000
si2-r01-m400.01 1 7 400 4480850 100000000
si2-r01-m400.03 1 7 400 134700 100000000
si2-r01-m400.02 1 7 400 5471091 100000000
si2-r01-m400.05 1 7 400 13662016 100000000
si2-r01-m400.06 1 7 400 4016886 100000000
si2-r01-m400.08 1 7 400 1143198 100000000
si4-m4D-m625.09 1 5 625 251 100000000
si4-m4D-m625.03 1 5 625 251 100000000
si4-m4D-m625.07 1 5 625 680 100000000
si4-m4D-m625.02 1 5 625 7727 100000000
si4-m4D-m625.00 1 5 625 251 100000000
si4-m4D-m625.01 1 5 625 2699 100000000
si4-m4D-m625.04 1 5 625 251 100000000
si4-m4D-m625.06 1 5 625 251 100000000
si4-m4D-m625.08 1 5 625 225 100000000
si4-m4D-m625.05 1 5 625 251 100000000
si6-m4Dr6-m256.05 1 6 256 154 100000000
si6-m4Dr6-m256.04 1 6 256 154 100000000
si6-m4Dr6-m256.03 1 6 256 154 100000000
si6-m4Dr6-m256.02 1 6 256 154 100000000
si6-m4Dr6-m256.08 1 6 256 154 100000000
si6-m4Dr6-m256.00 1 6 256 154 100000000
si6-m4Dr6-m256.09 1 6 256 154 100000000
si6-m4Dr6-m256.07 1 6 256 154 100000000
si6-m4Dr6-m256.06 1 6 256 154 100000000
si6-m4Dr6-m256.01 1 6 256 154 100000000
si6-b09-m400.07 1 3 400 241 100000000
si6-b09-m400.03 1 3 400 241 100000000
si6-b09-m400.04 1 3 400 241 100000000
si6-b09-m400.06 1 3 400 241 100000000
si6-b09-m400.05 1 3 400 241 100000000
si6-b09-m400.09 1 3 400 241 100000000
si6-b09-m400.02 1 3 400 241 100000000
si6-b09-m400.01 1 3 400 241 100000000
si6-b09-m400.08 1 3 400 241 100000000
si6-b09-m400.00 1 3 400 241 100000000
si6-b06-m400.03 1 3 400 241 100000000
si6-b06-m400.08 1 3 400 241 100000000
si6-b06-m400.07 1 3 400 241 100000000
si6-b06-m400.04 1 3 400 241 100000000
si6-b06-m400.05 1 3 400 241 100000000
si6-b06-m400.06 1 3 400 241 100000000
si6-b06-m400.02 1 3 400 241 100000000
si6-b06-m400.01 1 3 400 241 100000000
si6-b06-m400.00 1 3 400 241 100000000
si6-b06-m400.09 1 3 400 241 100000000
si6-b03m-m200.04 1 4 200 121 100000000
si6-b03m-m200.07 1 4 200 121 100000000
si6-b03m-m200.08 1 4 200 121 100000000
si6-b03m-m200.02 1 4 200 121 100000000
si6-b03m-m200.03 1 4 200 121 100000000
si6-b03m-m200.06 1 4 200 121 100000000
si6-b03m-m200.01 1 4 200 121 100000000
si6-b03m-m200.09 1 4 200 121 100000000
si6-b03m-m200.00 1 4 200 121 100000000
si6-b03m-m200.05 1 4 200 121 100000000
si4-b06-m800.04 1 3 800 321 100000000
si4-b06-m800.00 1 3 800 321 100000000
si4-b06-m800.08 1 3 800 321 100000000
si4-b06-m800.05 1 3 800 321 100000000
si4-b06-m800.03 1 3 800 321 100000000
si4-b06-m800.06 1 3 800 321 100000000
si4-b06-m800.07 1 3 800 321 100000000
si4-b06-m800.01 1 3 800 321 100000000
si4-b06-m800.02 1 3 800 321 100000000
si4-b06-m800.09 1 3 800 321 100000000
si6-b09m-m200.07 1 4 200 121 100000000
si6-b09m-m200.06 1 4 200 121 100000000
si6-b09m-m200.01 1 4 200 121 100000000
