instance sat family size vbbjdpd tvbbjdpd
si6-b09m-m200.08 1 4 200 121 100000000
si6-b09m-m200.00 1 4 200 121 100000000
si6-b09m-m200.09 1 4 200 121 100000000
si6-b09m-m200.02 1 4 200 121 100000000
si6-b09m-m200.05 1 4 200 121 100000000
si6-b09m-m200.03 1 4 200 121 100000000
si6-b09m-m200.04 1 4 200 121 100000000
si4-b09m-m400.07 1 4 400 161 100000000
si4-b09m-m400.06 1 4 400 161 100000000
si4-b09m-m400.00 1 4 400 161 100000000
si4-b09m-m400.08 1 4 400 161 100000000
si4-b09m-m400.04 1 4 400 161 100000000
si4-b09m-m400.09 1 4 400 161 100000000
si4-b09m-m400.02 1 4 400 161 100000000
si4-b09m-m400.03 1 4 400 161 100000000
si4-b09m-m400.01 1 4 400 161 100000000
si4-b09m-m400.05 1 4 400 161 100000000
si6-m4Dr4-m1296.03 1 6 1296 778 100000000
si6-m4Dr4-m1296.06 1 6 1296 778 100000000
si6-m4Dr4-m1296.04 1 6 1296 778 100000000
si6-m4Dr4-m1296.01 1 6 1296 778 100000000
si6-m4Dr4-m1296.09 1 6 1296 778 100000000
si6-m4Dr4-m1296.02 1 6 1296 778 100000000
si6-m4Dr4-m1296.08 1 6 1296 778 100000000
si6-m4Dr4-m1296.05 1 6 1296 778 100000000
si6-m4Dr4-m1296.07 1 6 1296 778 100000000
si6-m4Dr4-m1296.00 1 6 1296 778 100000000
si6-b06-m200.09 1 3 200 121 100000000
si6-b06-m200.03 1 3 200 121 100000000
si6-b06-m200.05 1 3 200 121 100000000
si6-b06-m200.00 1 3 200 121 100000000
si6-b06-m200.08 1 3 200 121 100000000
si6-b06-m200.02 1 3 200 121 100000000
si6-b06-m200.06 1 3 200 121 100000000
si6-b06-m200.04 1 3 200 121 100000000
si6-b06-m200.01 1 3 200 121 100000000
si6-b06-m200.07 1 3 200 121 100000000
si4-m4Dr6-m625.02 1 6 625 251 100000000
si4-m4Dr6-m625.06 1 6 625 251 100000000
si4-m4Dr6-m625.03 1 6 625 251 100000000
si4-m4Dr6-m625.07 1 6 625 253 100000000
si4-m4Dr6-m625.08 1 6 625 251 100000000
si4-m4Dr6-m625.09 1 6 625 251 100000000
si4-m4Dr6-m625.00 1 6 625 251 100000000
si4-m4Dr6-m625.01 1 6 625 251 100000000
si4-m4Dr6-m625.05 1 6 625 251 100000000
si4-m4Dr6-m625.04 1 6 625 251 100000000
si6-b06m-m200.09 1 4 200 121 100000000
si6-b06m-m200.02 1 4 200 121 100000000
si6-b06m-m200.05 1 4 200 121 100000000
si6-b06m-m200.00 1 4 200 121 100000000
si6-b06m-m200.07 1 4 200 121 100000000
si6-b06m-m200.04 1 4 200 121 100000000
si6-b06m-m200.08 1 4 200 121 100000000
si6-b06m-m200.06 1 4 200 121 100000000
si6-b06m-m200.03 1 4 200 121 100000000
si6-b06m-m200.01 1 4 200 121 100000000
si6-m4Dr4-m256.05 1 6 256 154 100000000
si6-m4Dr4-m256.03 1 6 256 154 100000000
si6-m4Dr4-m256.02 1 6 256 154 100000000
si6-m4Dr4-m256.01 1 6 256 154 100000000
si6-m4Dr4-m256.08 1 6 256 154 100000000
si6-m4Dr4-m256.09 1 6 256 154 100000000
si6-m4Dr4-m256.07 1 6 256 154 100000000
si6-m4Dr4-m256.06 1 6 256 154 100000000
si6-m4Dr4-m256.04 1 6 256 154 100000000
si6-m4Dr4-m256.00 1 6 256 154 100000000
si4-r001-m600.01 1 7 600 314 100000000
si4-r001-m600.08 1 7 600 841 100000000
si4-r001-m600.02 1 7 600 628 100000000
si4-r001-m600.07 1 7 600 248 100000000
si4-r001-m600.05 1 7 600 285 100000000
si4-r001-m600.06 1 7 600 554 100000000
si4-r001-m600.00 1 7 600 271 100000000
si4-r001-m600.04 1 7 600 257 100000000
si4-r001-m600.09 1 7 600 264 100000000
si4-r001-m600.03 1 7 600 461 100000000
si2-b09m-m200.08 1 4 200 41 100000000
si2-b09m-m200.06 1 4 200 41 100000000
si2-b09m-m200.03 1 4 200 41 100000000
si2-b09m-m200.09 1 4 200 42 100000000
si2-b09m-m200.04 1 4 200 41 100000000
si2-b09m-m200.00 1 4 200 41 100000000
si2-b09m-m200.01 1 4 200 41 100000000
si2-b09m-m200.05 1 4 200 41 100000000
si2-b09m-m200.07 1 4 200 41 100000000
si2-b09m-m200.02 1 4 200 41 100000000
si6-b03-m200.01 1 3 200 121 100000000
si6-b03-m200.03 1 3 200 121 100000000
si6-b03-m200.04 1 3 200 121 100000000
si6-b03-m200.08 1 3 200 121 100000000
si6-b03-m200.07 1 3 200 121 100000000
si6-b03-m200.09 1 3 200 121 100000000
si6-b03-m200.05 1 3 200 121 100000000
si6-b03-m200.02 1 3 200 121 100000000
si6-b03-m200.06 1 3 200 121 100000000
si6-b03-m200.00 1 3 200 121 100000000
si6-b09-m200.09 1 3 200 121 100000000
si6-b09-m200.06 1 3 200 121 100000000
si6-b09-m200.08 1 3 200 121 100000000
si6-b09-m200.03 1 3 200 121 100000000
si6-b09-m200.00 1 3 200 121 100000000
si6-b09-m200.02 1 3 200 121 100000000
si6-b09-m200.07 1 3 200 121 100000000
si6-b09-m200.04 1 3 200 121 100000000
si6-b09-m200.01 1 3 200 121 100000000
si6-b09-m200.05 1 3 200 121 100000000
g10-g11 0 2 42 0 100000000
g10-g12 0 2 48 0 100000000
g10-g13 0 2 49 0 100000000
g10-g14 0 2 50 0 100000000
g10-g15 0 2 50 0 100000000
g10-g16 0 2 53 3476 100000000
g10-g20 1 2 64 42 100000000
g10-g21 1 2 64 42 100000000
g10-g22 0 2 67 3 100000000
g10-g23 0 2 73 110400271 100000000
g10-g25 0 2 75 0 100000000
g10-g26 0 2 80 379830091 100000000
g10-g27 1 2 86 2127295083 100000000
g10-g28 0 2 97 0 100000000
g10-g29 1 2 100 97 100000000
g10-g30 1 2 100 62 100000000
g10-g31 1 2 100 54 100000000
g10-g32 1 2 100 42 100000000
g10-g33 0 2 101 15 100000000
g10-g37 0 2 120 5577421 100000000
g10-g38 0 2 121 0 100000000
g10-g40 1 2 121 42 100000000
g10-g41 0 2 128 4 100000000
g10-g42 0 2 128 2153 100000000
g10-g43 1 2 128 192552 100000000
g10-g44 1 2 128 517 100000000
g10-g45 1 2 128 125 100000000
g10-g46 1 2 128 1874351 100000000
g10-g47 1 2 128 1823699 100000000
g10-g48 1 2 128 85667 100000000
g10-g49 1 2 128 128365 100000000
g10-g50 1 2 128 42 100000000
g11-g12 0 2 48 0 100000000
g11-g13 0 2 49 0 100000000
g11-g14 0 2 50 0 100000000
g11-g15 0 2 50 0 100000000
g11-g16 0 2 53 0 100000000
g11-g20 1 2 64 98771 100000000
g11-g21 1 2 64 43 100000000
g11-g22 0 2 67 0 100000000
g11-g23 0 2 73 17 100000000
g11-g25 0 2 75 0 100000000
g11-g26 0 2 80 1 100000000
g11-g27 0 2 86 15623755 100000000
g11-g28 0 2 97 0 100000000
g11-g29 0 2 100 1015197 100000000
g11-g30 0 2 100 909528 100000000
g11-g31 0 2 100 6924149 100000000
g11-g32 1 2 100 43 100000000
g11-g33 0 2 101 0 100000000
g11-g37 0 2 120 12 100000000
g11-g38 0 2 121 0 100000000
g11-g40 1 2 121 43 100000000
g11-g41 0 2 128 0 100000000
g11-g42 0 2 128 1 100000000
g11-g43 1 2 128 100000000 100000000
g11-g44 0 2 128 4787187 100000000
g11-g45 0 2 128 4612780 100000000
g11-g46 0 2 128 15610 100000000
g11-g47 0 2 128 15339 100000000
g11-g48 0 2 128 42216 100000000
g11-g49 0 2 128 1439397615 100000000
g11-g50 1 2 128 43 100000000
g12-g20 0 2 64 353 100000000
g12-g21 1 2 64 46 100000000
g12-g23 0 2 73 0 100000000
g12-g26 0 2 80 0 100000000
g12-g27 0 2 86 0 100000000
g12-g29 0 2 100 117 100000000
g12-g30 0 2 100 106 100000000
g12-g31 0 2 100 461 100000000
g12-g32 1 2 100 46 100000000
g12-g38 0 2 121 0 100000000
g12-g40 1 2 121 13782 100000000
g12-g43 0 2 128 18 100000000
g12-g44 0 2 128 239 100000000
g12-g45 0 2 128 230 100000000
g12-g46 0 2 128 2 100000000
g12-g47 0 2 128 2 100000000
g12-g48 0 2 128 7 100000000
g12-g50 1 2 128 46 100000000
g13-g15 1 2 50 41 100000000
g13-g20 0 2 64 15169 100000000
g13-g21 1 2 64 40 100000000
g13-g23 0 2 73 0 100000000
g13-g25 0 2 75 0 100000000
g13-g26 0 2 80 0 100000000
g13-g27 0 2 86 38787 100000000
g13-g29 0 2 100 65 100000000
g13-g30 0 2 100 69 100000000
g13-g31 0 2 100 289 100000000
g13-g32 1 2 100 40 100000000
g13-g38 0 2 121 0 100000000
g13-g40 1 2 121 40 100000000
g13-g43 1 2 128 1169334976 100000000
g13-g44 0 2 128 316 100000000
g13-g45 0 2 128 331 100000000
g13-g46 0 2 128 1 100000000
g13-g47 0 2 128 1 100000000
g13-g48 0 2 128 3 100000000
g13-g49 0 2 128 626 100000000
g13-g50 1 2 128 40 100000000
g14-g15 0 2 50 0 100000000
g14-g20 0 2 64 172492 100000000
g14-g21 1 2 64 44 100000000
g14-g23 0 2 73 24 100000000
g14-g25 0 2 75 0 100000000
g14-g26 0 2 80 9 100000000
g14-g27 1 2 86 13039 100000000
g14-g29 0 2 100 74 100000000
g14-g30 0 2 100 73 100000000
g14-g31 0 2 100 132 100000000
g14-g32 1 2 100 44 100000000
g14-g38 0 2 121 0 100000000
g14-g40 1 2 121 44 100000000
g14-g43 1 2 128 1782 100000000
g14-g44 0 2 128 158 100000000
g14-g45 0 2 128 172 100000000
g14-g46 0 2 128 1 100000000
g14-g47 0 2 128 1 100000000
g14-g48 0 2 128 8 100000000
g14-g49 1 2 128 278923 100000000
g14-g50 1 2 128 44 100000000
g15-g20 0 2 64 65 100000000
g15-g21 1 2 64 42 100000000
g15-g23 0 2 73 0 100000000
g15-g25 0 2 75 0 100000000
g15-g26 0 2 80 0 100000000
g15-g27 0 2 86 712 100000000
g15-g29 0 2 100 19 100000000
g15-g30 0 2 100 24 100000000
g15-g31 0 2 100 61 100000000
g15-g32 1 2 100 42 100000000
g15-g38 0 2 121 0 100000000
g15-g40 1 2 121 42 100000000
g15-g43 1 2 128 335117373 100000000
g15-g44 0 2 128 34 100000000
g15-g45 0 2 128 22 100000000
g15-g46 0 2 128 1 100000000
g15-g47 0 2 128 1 100000000
g15-g48 0 2 128 3 100000000
g15-g49 0 2 128 174 100000000
g15-g50 1 2 128 42 100000000
g16-g20 0 2 64 129542138 100000000
g16-g21 1 2 64 54 100000000
g16-g22 0 2 67 0 100000000
g16-g23 0 2 73 0 100000000
g16-g25 0 2 75 0 100000000
g16-g26 0 2 80 0 100000000
g16-g27 0 2 86 3393201 100000000
g16-g28 0 2 97 0 100000000
g16-g29 0 2 100 5558 100000000
g16-g30 0 2 100 5329 100000000
g16-g31 0 2 100 14844 100000000
g16-g32 1 2 100 54 100000000
g16-g33 0 2 101 0 100000000
g16-g37 1 2 120 54 100000000
g16-g38 0 2 121 0 100000000
g16-g40 1 2 121 54 100000000
g16-g43 -1 2 128 100000000 100000000
g16-g44 0 2 128 15276 100000000
g16-g45 0 2 128 15908 100000000
g16-g46 0 2 128 56 100000000
g16-g47 0 2 128 58 100000000
g16-g48 0 2 128 265 100000000
g16-g49 0 2 128 6115002 100000000
g16-g50 1 2 128 54 100000000
g17-g18 1 2 64 65 100000000
g17-g19 0 2 64 1537 100000000
g17-g20 1 2 64 98 100000000
g17-g21 1 2 64 65 100000000
g17-g22 0 2 67 0 100000000
g17-g23 0 2 73 0 100000000
g17-g24 0 2 75 0 100000000
g17-g25 0 2 75 0 100000000
g17-g26 0 2 80 0 100000000
g17-g27 -1 2 86 100000000 100000000
g17-g28 0 2 97 0 100000000
g17-g29 1 2 100 65 100000000
g17-g30 1 2 100 67 100000000
g17-g31 1 2 100 79 100000000
g17-g32 1 2 100 65 100000000
g17-g33 0 2 101 9766 100000000
g17-g34 0 2 120 0 100000000
g17-g35 0 2 120 75 100000000
g17-g36 0 2 120 1 100000000
g17-g37 1 2 120 2100378 100000000
g17-g38 0 2 121 0 100000000
g17-g39 1 2 121 223 100000000
g17-g40 1 2 121 65 100000000
g17-g41 0 2 128 12000 100000000
g17-g42 0 2 128 825520 100000000
g17-g43 1 2 128 100000000 100000000
g17-g44 1 2 128 251 100000000
g17-g45 1 2 128 3234 100000000
g17-g46 1 2 128 307 100000000
g17-g47 1 2 128 298 100000000
g17-g48 1 2 128 353 100000000
g17-g49 1 2 128 434 100000000
g17-g50 1 2 128 65 100000000
g18-g19 0 2 64 0 100000000
g18-g20 1 2 64 3344950 100000000
g18-g21 1 2 64 65 100000000
g18-g22 0 2 67 0 100000000
g18-g23 0 2 73 0 100000000
g18-g24 0 2 75 0 100000000
g18-g25 0 2 75 0 100000000
g18-g26 0 2 80 0 100000000
g18-g27 0 2 86 0 100000000
g18-g28 0 2 97 0 100000000
g18-g29 1 2 100 40137 100000000
g18-g30 1 2 100 10551 100000000
g18-g31 1 2 100 12024 100000000
g18-g32 1 2 100 65 100000000
g18-g33 0 2 101 6247 100000000
g18-g34 0 2 120 0 100000000
g18-g35 0 2 120 0 100000000
g18-g36 0 2 120 0 100000000
g18-g37 0 2 120 13038244 100000000
g18-g38 0 2 121 0 100000000
g18-g39 0 2 121 0 100000000
g18-g40 1 2 121 65 100000000
g18-g41 0 2 128 5264 100000000
g18-g42 0 2 128 46309 100000000
g18-g43 -1 2 128 100000000 100000000
g18-g44 1 2 128 1523456796 100000000
g18-g45 1 2 128 100000000 100000000
g18-g46 -1 2 128 100000000 100000000
g18-g47 -1 2 128 100000000 100000000
g18-g48 1 2 128 100000000 100000000
g18-g49 -1 2 128 100000000 100000000
g18-g50 1 2 128 106 100000000
g19-g20 -1 2 64 100000000 100000000
g19-g21 1 2 64 65 100000000
g19-g22 0 2 67 0 100000000
g19-g23 0 2 73 0 100000000
g19-g25 0 2 75 0 100000000
g19-g26 0 2 80 0 100000000
g19-g27 0 2 86 50141612 100000000
g19-g28 0 2 97 0 100000000
g19-g29 -1 2 100 3248491970 100000000
g19-g30 -1 2 100 2531239730 100000000
g19-g31 -1 2 100 100000000 100000000
g19-g32 1 2 100 65 100000000
g19-g33 0 2 101 0 100000000
g19-g35 0 2 120 0 100000000
g19-g37 0 2 120 287 100000000
g19-g38 0 2 121 0 100000000
g19-g40 1 2 121 65 100000000
g19-g41 0 2 128 0 100000000
g19-g42 0 2 128 0 100000000
g19-g43 -1 2 128 404100714 100000000
g19-g44 -1 2 128 100000000 100000000
g19-g45 -1 2 128 100000000 100000000
g19-g46 0 2 128 1789706 100000000
g19-g47 0 2 128 1750412 100000000
g19-g48 0 2 128 7612771 100000000
g19-g49 0 2 128 4520667 100000000
g19-g50 1 2 128 65 100000000
g2-g10 1 2 41 11 100000000
g2-g11 1 2 42 11 100000000
g2-g12 1 2 48 11 100000000
g2-g13 1 2 49 11 100000000
g2-g14 1 2 50 23 100000000
g2-g15 1 2 50 13 100000000
g2-g16 1 2 53 11 100000000
g2-g17 1 2 64 11 100000000
g2-g18 1 2 64 11 100000000
g2-g19 1 2 64 11 100000000
g2-g20 1 2 64 11 100000000
g2-g21 1 2 64 11 100000000
g2-g22 1 2 67 11 100000000
g2-g23 1 2 73 11 100000000
g2-g24 0 2 75 8 100000000
g2-g25 1 2 75 13 100000000
g2-g26 1 2 80 11 100000000
g2-g27 1 2 86 11 100000000
g2-g28 1 2 97 11 100000000
g2-g29 1 2 100 11 100000000
g2-g3 0 2 10 461 100000000
g2-g30 1 2 100 11 100000000
g2-g31 1 2 100 11 100000000
g2-g32 1 2 100 11 100000000
g2-g33 1 2 101 11 100000000
g2-g34 1 2 120 11 100000000
g2-g35 1 2 120 39 100000000
g2-g36 1 2 120 11 100000000
g2-g37 1 2 120 11 100000000
g2-g38 1 2 121 11 100000000
g2-g39 1 2 121 11 100000000
g2-g4 1 2 10 11 100000000
g2-g40 1 2 121 11 100000000
g2-g41 1 2 128 11 100000000
g2-g42 1 2 128 11 100000000
g2-g43 1 2 128 11 100000000
g2-g44 1 2 128 11 100000000
g2-g45 1 2 128 11 100000000
g2-g46 1 2 128 11 100000000
g2-g47 1 2 128 11 100000000
g2-g48 1 2 128 11 100000000
g2-g49 1 2 128 11 100000000
g2-g5 1 2 11 11 100000000
g2-g50 1 2 128 11 100000000
g2-g6 1 2 19 11 100000000
g2-g7 1 2 20 11 100000000
g2-g8 1 2 30 11 100000000
g2-g9 1 2 37 368 100000000
g20-g21 1 2 64 3765 100000000
g20-g23 0 2 73 0 100000000
g20-g26 0 2 80 0 100000000
g20-g27 0 2 86 0 100000000
g20-g29 0 2 100 0 100000000
g20-g30 0 2 100 0 100000000
g20-g31 0 2 100 0 100000000
g20-g32 1 2 100 65 100000000
g20-g38 0 2 121 0 100000000
g20-g40 -1 2 121 100000000 100000000
g20-g43 0 2 128 0 100000000
g20-g44 0 2 128 0 100000000
g20-g45 0 2 128 0 100000000
g20-g48 0 2 128 0 100000000
g20-g50 -1 2 128 100000000 100000000
g21-g27 0 2 86 0 100000000
g21-g32 1 2 100 65 100000000
g21-g40 0 2 121 0 100000000
g21-g50 0 2 128 0 100000000
g22-g23 0 2 73 0 100000000
g22-g25 0 2 75 0 100000000
g22-g26 0 2 80 0 100000000
g22-g27 0 2 86 1087 100000000
g22-g28 0 2 97 0 100000000
g22-g29 0 2 100 105 100000000
g22-g30 0 2 100 101 100000000
g22-g31 0 2 100 150 100000000
g22-g32 1 2 100 68 100000000
g22-g33 0 2 101 0 100000000
g22-g37 1 2 120 238 100000000
g22-g38 0 2 121 0 100000000
g22-g40 1 2 121 68 100000000
g22-g43 -1 2 128 100000000 100000000
g22-g44 0 2 128 271 100000000
g22-g45 0 2 128 227 100000000
g22-g46 0 2 128 13 100000000
g22-g47 0 2 128 13 100000000
g22-g48 0 2 128 29 100000000
g22-g49 -1 2 128 100000000 100000000
g22-g50 1 2 128 68 100000000
g23-g27 0 2 86 0 100000000
g23-g32 1 2 100 74 100000000
g23-g40 1 2 121 9917593 100000000
g23-g50 1 2 128 74 100000000
g24-g25 0 2 75 0 100000000
g24-g26 1 2 80 49 100000000
g24-g27 1 2 86 51 100000000
g24-g28 0 2 97 0 100000000
g24-g29 0 2 100 1083434 100000000
g24-g30 0 2 100 1301361 100000000
g24-g31 0 2 100 10807873 100000000
g24-g32 1 2 100 49 100000000
g24-g33 0 2 101 0 100000000
g24-g35 0 2 120 2 100000000
g24-g36 0 2 120 0 100000000
g24-g37 1 2 120 54 100000000
g24-g38 0 2 121 0 100000000
g24-g39 0 2 121 0 100000000
g24-g40 1 2 121 49 100000000
g24-g41 0 2 128 0 100000000
g24-g42 1 2 128 49 100000000
g24-g43 1 2 128 51 100000000
g24-g44 0 2 128 547 100000000
g24-g45 0 2 128 561 100000000
g24-g46 0 2 128 33 100000000
g24-g47 0 2 128 35 100000000
g24-g48 0 2 128 7872 100000000
g24-g49 1 2 128 49 100000000
g24-g50 1 2 128 49 100000000
g25-g26 1 2 80 74 100000000
g25-g27 0 2 86 157235 100000000
g25-g29 0 2 100 24 100000000
g25-g30 0 2 100 18 100000000
g25-g31 0 2 100 39 100000000
g25-g32 1 2 100 32 100000000
g25-g38 0 2 121 0 100000000
g25-g40 1 2 121 32 100000000
g25-g43 1 2 128 64346 100000000
g25-g44 0 2 128 28 100000000
g25-g45 0 2 128 28 100000000
g25-g46 0 2 128 1 100000000
g25-g47 0 2 128 1 100000000
g25-g48 0 2 128 3 100000000
g25-g49 1 2 128 426 100000000
g25-g50 1 2 128 32 100000000
g26-g27 0 2 86 0 100000000
g26-g32 1 2 100 78 100000000
g26-g40 1 2 121 895 100000000
g26-g50 1 2 128 78 100000000
g27-g32 1 2 100 87 100000000
g27-g50 1 2 128 87 100000000
g28-g29 1 2 100 78 100000000
g28-g30 1 2 100 75 100000000
g28-g31 1 2 100 73 100000000
g28-g32 1 2 100 73 100000000
g28-g33 0 2 101 0 100000000
g28-g37 1 2 120 100000000 100000000
g28-g38 0 2 121 0 100000000
g28-g40 1 2 121 73 100000000
g28-g43 -1 2 128 100000000 100000000
g28-g44 1 2 128 73 100000000
g28-g45 1 2 128 73 100000000
g28-g46 1 2 128 74 100000000
g28-g47 1 2 128 339 100000000
g28-g48 1 2 128 73 100000000
g28-g49 1 2 128 100000000 100000000
g28-g50 1 2 128 73 100000000
g29-g30 0 2 100 0 100000000
g29-g31 1 2 100 101 100000000
g29-g32 1 2 100 101 100000000
g29-g40 -1 2 121 100000000 100000000
g29-g44 0 2 128 0 100000000
g29-g45 0 2 128 0 100000000
g29-g50 0 2 128 0 100000000
g3-g10 0 2 41 5 100000000
g3-g11 0 2 42 1 100000000
g3-g12 0 2 48 1 100000000
g3-g13 1 2 49 11 100000000
g3-g14 1 2 50 18 100000000
g3-g15 1 2 50 11 100000000
g3-g16 1 2 53 387 100000000
g3-g17 0 2 64 0 100000000
g3-g18 0 2 64 1 100000000
g3-g19 0 2 64 1 100000000
g3-g20 1 2 64 11 100000000
g3-g21 1 2 64 11 100000000
g3-g22 1 2 67 22 100000000
g3-g23 1 2 73 1050 100000000
g3-g24 0 2 75 0 100000000
g3-g25 1 2 75 11 100000000
g3-g26 1 2 80 311 100000000
g3-g27 1 2 86 11 100000000
g3-g28 0 2 97 0 100000000
g3-g29 1 2 100 11 100000000
g3-g30 1 2 100 11 100000000
g3-g31 1 2 100 11 100000000
g3-g32 1 2 100 11 100000000
g3-g33 0 2 101 6901 100000000
g3-g34 0 2 120 1 100000000
g3-g35 1 2 120 85 100000000
g3-g36 0 2 120 1118 100000000
g3-g37 1 2 120 21 100000000
g3-g38 0 2 121 1 100000000
g3-g39 0 2 121 3922 100000000
g3-g4 1 2 10 11 100000000
g3-g40 1 2 121 11 100000000
g3-g41 0 2 128 6223 100000000
g3-g42 1 2 128 11 100000000
g3-g43 1 2 128 11 100000000
g3-g44 1 2 128 11 100000000
g3-g45 1 2 128 11 100000000
g3-g46 1 2 128 31 100000000
g3-g47 1 2 128 31 100000000
g3-g48 1 2 128 22 100000000
g3-g49 1 2 128 11 100000000
g3-g5 0 2 11 22 100000000
g3-g50 1 2 128 11 100000000
g3-g6 0 2 19 0 100000000
g3-g7 0 2 20 1 100000000
g3-g8 0 2 30 418 100000000
g3-g9 0 2 37 25 100000000
g30-g31 0 2 100 0 100000000
g30-g32 0 2 100 0 100000000
g30-g40 0 2 121 0 100000000
g30-g44 0 2 128 0 100000000
g30-g45 0 2 128 0 100000000
g30-g50 0 2 128 0 100000000
g31-g32 1 2 100 101 100000000
g31-g40 -1 2 121 100000000 100000000
g31-g50 0 2 128 0 100000000
g33-g37 0 2 120 1 100000000
g33-g38 0 2 121 0 100000000
g33-g40 1 2 121 102 100000000
g33-g43 0 2 128 0 100000000
g33-g44 0 2 128 5284103 100000000
g33-g45 0 2 128 4740508 100000000
g33-g46 0 2 128 576 100000000
g33-g47 0 2 128 684 100000000
g33-g48 0 2 128 2357 100000000
g33-g49 0 2 128 155751742 100000000
g33-g50 1 2 128 100000000 100000000
g34-g35 0 2 120 0 100000000
g34-g36 0 2 120 0 100000000
g34-g37 0 2 120 142799914 100000000
g34-g38 0 2 121 0 100000000
g34-g39 0 2 121 0 100000000
g34-g40 1 2 121 130 100000000
g34-g41 0 2 128 0 100000000
g34-g42 0 2 128 7061 100000000
g34-g43 0 2 128 0 100000000
g34-g44 0 2 128 0 100000000
g34-g45 0 2 128 0 100000000
g34-g46 -1 2 128 100000000 100000000
g34-g47 -1 2 128 100000000 100000000
g34-g48 -1 2 128 100000000 100000000
g34-g49 -1 2 128 100000000 100000000
g34-g50 -1 2 128 100000000 100000000
g35-g37 1 2 120 105593 100000000
g35-g38 0 2 121 0 100000000
g35-g40 1 2 121 66316957852 100000000
g35-g41 0 2 128 0 100000000
g35-g42 0 2 128 0 100000000
g35-g43 0 2 128 0 100000000
g35-g44 0 2 128 0 100000000
g35-g45 0 2 128 0 100000000
g35-g46 0 2 128 86 100000000
g35-g47 0 2 128 94 100000000
g35-g48 0 2 128 107 100000000
g35-g49 0 2 128 100000000 100000000
g35-g50 1 2 128 427528 100000000
g36-g37 1 2 120 24127 100000000
g36-g38 0 2 121 0 100000000
g36-g40 1 2 121 129818 100000000
g36-g41 0 2 128 0 100000000
g36-g42 0 2 128 0 100000000
g36-g43 0 2 128 0 100000000
g36-g44 0 2 128 0 100000000
g36-g45 0 2 128 0 100000000
g36-g46 0 2 128 1338 100000000
g36-g47 0 2 128 1351 100000000
g36-g48 0 2 128 4009 100000000
g36-g49 0 2 128 0 100000000
g36-g50 -1 2 128 100000000 100000000
g37-g38 0 2 121 0 100000000
g37-g40 -1 2 121 307032788 100000000
g37-g43 0 2 128 0 100000000
g37-g44 0 2 128 0 100000000
g37-g45 0 2 128 0 100000000
g37-g46 0 2 128 9 100000000
g37-g47 0 2 128 9 100000000
g37-g48 0 2 128 84 100000000
g37-g49 0 2 128 0 100000000
g37-g50 -1 2 128 100000000 100000000
g38-g40 1 2 121 91294767 100000000
g38-g43 0 2 128 0 100000000
g38-g44 0 2 128 9 100000000
g38-g45 0 2 128 10 100000000
g38-g50 1 2 128 57 100000000
g39-g40 1 2 121 490780730 100000000
g39-g41 0 2 128 0 100000000
g39-g42 0 2 128 0 100000000
g39-g43 0 2 128 0 100000000
g39-g44 0 2 128 0 100000000
g39-g45 0 2 128 0 100000000
g39-g46 0 2 128 3232 100000000
g39-g47 0 2 128 3365 100000000
g39-g48 0 2 128 8753 100000000
g39-g49 -1 2 128 100000000 100000000
g39-g50 -1 2 128 100000000 100000000
g4-g10 0 2 41 0 100000000
g4-g11 0 2 42 0 100000000
g4-g12 0 2 48 0 100000000
g4-g13 0 2 49 0 100000000
g4-g14 0 2 50 0 100000000
g4-g15 1 2 50 11 100000000
g4-g16 0 2 53 0 100000000
g4-g20 0 2 64 2081 100000000
g4-g21 1 2 64 11 100000000
g4-g22 0 2 67 0 100000000
g4-g23 1 2 73 11 100000000
g4-g25 1 2 75 11 100000000
g4-g26 1 2 80 11 100000000
g4-g27 1 2 86 11 100000000
g4-g28 0 2 97 0 100000000
g4-g29 0 2 100 88 100000000
g4-g30 0 2 100 85 100000000
g4-g31 0 2 100 134 100000000
g4-g32 1 2 100 11 100000000
g4-g33 0 2 101 0 100000000
g4-g37 0 2 120 0 100000000
g4-g38 0 2 121 0 100000000
g4-g40 1 2 121 11 100000000
g4-g41 0 2 128 0 100000000
g4-g42 0 2 128 0 100000000
g4-g43 1 2 128 11 100000000
g4-g44 0 2 128 111 100000000
g4-g45 0 2 128 110 100000000
g4-g46 0 2 128 13 100000000
g4-g47 0 2 128 13 100000000
g4-g48 0 2 128 28 100000000
g4-g49 1 2 128 5546 100000000
g4-g5 0 2 11 0 100000000
g4-g50 1 2 128 11 100000000
g4-g6 0 2 19 0 100000000
g4-g7 0 2 20 0 100000000
g4-g9 0 2 37 0 100000000
g40-g50 0 2 128 0 100000000
g41-g42 0 2 128 0 100000000
g41-g43 0 2 128 0 100000000
g41-g44 0 2 128 0 100000000
g41-g45 0 2 128 0 100000000
g41-g46 0 2 128 1765 100000000
g41-g47 0 2 128 1953 100000000
g41-g48 0 2 128 5062 100000000
g41-g49 0 2 128 100000000 100000000
g41-g50 -1 2 128 100000000 100000000
g42-g43 0 2 128 0 100000000
g42-g44 0 2 128 0 100000000
g42-g45 0 2 128 0 100000000
g42-g46 0 2 128 7 100000000
g42-g47 0 2 128 7 100000000
g42-g48 0 2 128 30 100000000
g42-g49 -1 2 128 100000000 100000000
g42-g50 -1 2 128 100000000 100000000
g43-g44 0 2 128 0 100000000
g43-g45 0 2 128 0 100000000
g43-g50 -1 2 128 100000000 100000000
g44-g45 0 2 128 0 100000000
